FID,My_FID5,Placename,Alt_names,ModernName,Confidence,Notes,Type,FID_Relate,Relation,My_FID5,Type2,FID_Relat2,References,Type_URL,Time_span,X,Y
293,131,Cozamalhuapan, ,Cosamaloapan,1, ,Cabecera,741,Near,131, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-95.79857,18.36759
287,132,Cuetlahuian,Cuitlahuiyan;Cuitlaya,Cuetlahuayan,2,There is a locality called Cuetlahuayan close to modern Tecomatlan. It appears in the Padrón de beneficiarios PROGAN 2009 (https://www.yumpu.com/it/document/read/45104009/padron-de-beneficiarios-progan-2009-sagarpa) but is not in the list of localities,Estancia,332,Depends on,132, ,0,Acuña 1985;GeoNames_MX;Allocated by research, ,https://en.wikipedia.org/wiki/16th_century,-98.255616,18.074542
87,133,Cuetlaxtlan,Cuetlaxtla;Villa de Cuetlaxtla;Cotaxtla,Cotaxtla,1, ,Villa,0, ,133, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-96.39722222,18.83416667
283,135,Cuicuitlan, ,San Juan Bautista Cuicactlan,2,Glosa de la pintura de Veracruz,Pueblo,0, ,135, ,0,Acuña 1985;INEGI: MEX_topoloc,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-96.96156367,17.80114713
36,136,Cuilapa, ,Villa De Cuilapam,1, , ,0, ,136, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-96.78055556,16.99583333
163,144,Chacalapa,Chacalapa de Coatzacualco,Chacalapa,1, , ,0, ,144, ,0,Acuña 1985;Google Maps,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-94.70201206,18.07769183
118,147,Chachalintla, ,Chichilintla,1, ,Beneficio,0, ,147,Curato,0,Acuña 1985;Atlas 2010,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-97.600556,20.260278
164,148,Chapultepec, ,Chapultepec,1, ,Estancia,169,Depends on,148, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-97.92222222,17.91916667
258,150,Filipinas, , ,1, , ,0, ,150, ,0,Acuña 1985;Google Maps,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,121.0099516,14.5990217
217,151,Florida, , ,1, , ,0, ,151, ,0,Acuña 1985;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-81.54681046,27.95827914
64,153,Chiapulco, ,Chapulco,1, , ,0, ,153, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-97.41388889,18.61694444
76,155,Gitlaman,Istlaman;Xitlaman;San Francisco Gitlaman,Xitlama,1, ,Estancia,774,Depends on,155, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-97.01527778,18.30444444
49,156,Chiautla, ,Chiautla,1, , ,0, ,156, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-98.60361111,18.30027778
412,157,Chicomeçuauhtli,Chicomequauhtli,Various mountains,1,Glosa de la pintura de Xalapa,Mountain Range,0, ,157, ,0,Acuña 1985;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=708,https://en.wikipedia.org/wiki/16th_century,-97.14948,19.32013
250,158,Golfo de México, , ,1, ,Gulf,0, ,158, ,0,Acuña 1985;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=473,https://en.wikipedia.org/wiki/16th_century,-95.4972623,19.0390647
97,160,Guatemala,Quauhtemallan,Antigua Guatemala,1, , ,0, ,160, ,0,Acuña 1985;Google Maps,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-90.73486111,14.54983333
106,161,Chicomquauhco,Chiconquiaco;Chiconquiyauhco,Chiconquiaco,1, ,Cabecera,28,Depends on,161, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-96.8225,19.74
128,162,Guatusco,Quauhtochco,Huatusco,1, , ,0, ,162, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-96.96666667,19.15
213,163,Chichaloya, , ,2, ,Mountain Range,725,Near,163, ,0,Acuña 1985;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=708,https://en.wikipedia.org/wiki/16th_century,-97.56309506,20.02838886
60,164,Guaxaca,Oaxaca;Antequera,Oaxaca De Juarez,1, , ,0, ,164, ,0,Acuña 1985;INEGI: MEX_topoloc,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-96.72190157,17.0605374
154,165,Chichipahuatlan,Chichicpahuatlan,Chipahuatlan,1, ,Sujeto,281,Depends on,165, ,0,Acuña 1985;Google Maps;Google Earth;unikloc10gw, ,https://en.wikipedia.org/wiki/16th_century,-97.692151,20.061307
46,167,Guaxuapa,Huexoapan,Huajuapam,1, , ,0, ,167, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-97.77611111,17.80472222
259,168,Guinea, , ,1, , ,0, ,168, ,0,Acuña 1985;Google Maps,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-13.55553552,9.645092047
4,169,Chila,Toavui,Chila,1, ,Cabecera,0, ,169, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-97.86,17.97027778
141,177,Huachinango, ,Huauchinango,1, , ,0, ,177, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-98.0525,20.17472222
120,178,Chiltoyac,Chiltoyaque;Xicoyac;Tziccoac,Chiltoyac,1, ,Cabecera,28,Depends on,178, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-96.86416667,19.57472222
260,179,Huahuautla,Huauhtla,Huautla De Jimenez,1, , ,0, ,179, ,0,Acuña 1985;INEGI: MEX_topoloc,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-96.84112387,18.13260964
199,180,Cerro Chimalac,Chimalac, ,2, ,Hill,0, ,180, ,0,Acuña 1985;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=710,https://en.wikipedia.org/wiki/16th_century,-97.69582195,20.01366662
257,181,Río Huehueatl, , ,1, ,River,0, ,181, ,0,Acuña 1985;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=960,https://en.wikipedia.org/wiki/16th_century,-98.17167184,18.66023891
41,183,Huehuepiaztla, ,Huehuepiaxtla,1, ,Estancia,332,Depends on,183, ,0,Acuña 1985;Google Maps;Google Earth;unikloc10gw, ,https://en.wikipedia.org/wiki/16th_century,-98.388677,18.153107
289,184,Chinacasto,Zinacanoztoc, ,2,Dissapeared. Glosa de la pintura de Veracruz,Pueblo,0, ,184, ,0,Acuña 1985;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-96.28304,18.23354
411,185,Santo Andres Huehuetecpac,Huehuetequepac;Santo Andres,Huehuetcpan,1, ,Estancia,224,Depends on,185, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.000833,19.32
14,188,Huehuetlan, ,Huehuetlan,1, ,Cabecera,472,Depends on,188, ,0,Acuña 1985;Google Maps;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-98.16725219,18.73766813
145,192,Huehuetzin, , ,2, ,Hill,0, ,192, ,0,Acuña 1985;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=710,https://en.wikipedia.org/wiki/16th_century,-98.15255054,18.7616113
225,193,Chocanyan,Chocaman, ,1, , ,0, ,193, ,0,Acuña 1985;ProspeccionesVeracruz,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-97.03195653,19.01104659
45,195,Cholula,Cholollan;Tollan Cholulan;Tullan Cholollan Tlachiuh;Tollam Cholollan;Tullan;Tullan Cholellan Tlachiuh,Cholula De Rivadabia,1, , ,0, ,195, ,0,Acuña 1985;Google Maps;INEGI: MEX_topoloc,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-98.30177941,19.05826814
99,196,Huexotzingo, ,Huejotzingo,1, , ,0, ,196, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-98.40611111,19.16
161,199,Chuniapa,Chuniapan;Siquiapa,Chuniapan de Arriba,1, ,Estancia,90,Depends on,199, ,667,Acuña 1985;Atlas 2010, ,https://en.wikipedia.org/wiki/16th_century,-95.180833,18.348611
124,200,San Pedro Hueytentlan,San Pedro Hueytentla,Hueytentan,1, ,Sujeto,619,Depends on,200, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-97.82166667,19.88027778
19,202,Santiago Ecatlan,Santiago Ehecatlan;Santiago,Ecatlan,1, ,Sujeto,725,Depends on,202, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-97.55555556,20.05277778
65,203,Eloixtlahuacan,Yeloixtlahuacan,Yeloixtlahuacan,1, ,Estancia,6,Depends on,203, ,0,Acuña 1985;Google Maps;Google Earth;unikloc10gw, ,https://en.wikipedia.org/wiki/16th_century,-98.07861111,18.11527778
23,205,Epatlan,Yepatlan,Epatlan,1, , ,0, ,205, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-98.37027778,18.64083333
100,207,Huitzila,Huitzila,Huitzilan,1, ,Sujeto,281,Depends on,207, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-97.695,19.96944444
413,209,Huitzilatl, ,Rio La Antigua,1,Glosa de la pintura de Xalapa,River,0, ,209, ,0,Acuña 1985;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=960,https://en.wikipedia.org/wiki/16th_century,-96.59889,19.32184
136,210,Huitziltepec,Huiziltepeque,Huitziltepec,1, , ,0, ,210, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-99.47944444,17.75555556
218,212,Española,"Islas de Santo Domingo,Isla Santo Domingo;Isla Española;Santo Domingo de la Isla Española",República Dominicana/Haiti,1, ,Island,0, ,212, ,0,Acuña 1985;Google Maps,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=575,https://en.wikipedia.org/wiki/16th_century,-71.03738513,19.01809264
269,214,San Miguel Huitzquauhtzinco, ,San Miguel,2, ,Estancia,244,Depends on,214, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-99.30207,17.46406
28,215,Espiche,Hospichan;Medellín,Medellín de Bravo,1, , ,0, ,215, ,0,Acuña 1985;INEGI: MEX_topoloc,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-96.15871303,19.05980735
39,217,Icxitlan,Ñuu Saha,Ixitlan,1, ,Cabecera,0, ,217, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-97.7725,17.99833333
104,219,Igualtepec, ,Ihualtepec,1, , ,0, ,219, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-98.28944444,17.73972222
179,220,Ilamatzingo, ,Ilamacingo,1, ,Estancia,332,Depends on,220, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-98.24138889,18.00666667
24,221,Itzcalpan,La Rinconada;Rinconada,Ixcalpa (Rinconada),1, , ,0, ,221, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-96.56694444,19.35333333
185,222,Itzteyocan, ,Ixtayuca,1, , ,0, ,222, ,0,Acuña 1985;Google Maps;Google Earth;unikloc10gw,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-97.07517,19.061401
264,223,Ixcuitlayocan, ,Ixcuinatoyac,1, ,Estancia,655,Depends on,223, ,0,Acuña 1985;Tello 2010;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-99.729444,17.3675
89,224,Ixhuacan de los Reyes,Ixhuacan,Ixhuacan,1, ,Cabecera,28,Depends on,224, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-97.11694444,19.35555555
123,225,Ixhuatlan, ,Ixhuatlan,1, , ,0, ,225, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-96.98416667,19.05083333
44,227,San Juan Iztaquimaxtitlan, ,Ixtacamaxtitlán,1, , ,0, ,227, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-97.81444444,19.62194444
459,229,Iztepec, ,Ixtepec,1, ,Sujeto,281,Depends on,229, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-97.64944444,20.02333333
6,230,Izúcar,Itzocan,Izúcar de Matamoros,1, , ,0, ,230, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-98.465,18.60305556
177,231,San Martín Mazateopan,Mazateopan,Mazateopan,1, ,Estancia,774,Depends on,231, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-96.81611111,18.45166667
255,234,Río de Medellín, , ,2, ,River,0, ,234, ,0,Acuña 1985;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=960,https://en.wikipedia.org/wiki/16th_century,-96.13473748,19.07042311
306,241,San Agustin Miahuatlan, , ,2,Dissapeared,Estancia,763,Depends on,241, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-98.161393,18.646142
396,242,Mictanquauhtla, ,archaeological site Dos Bocas (or close),2,Glosa de la pintura de Tlacotalpa,Aztec garrison,0, ,242, ,0,Acuña 1985;Garcia 2005,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=674,https://en.wikipedia.org/wiki/16th_century,-96.11836,19.0954
263,243,Santa Maria Mictlantzingo,Santa Maria Mictlantzinco,Mixtlancingo,1, ,Estancia,244,Depends on,243, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-99.34173,17.35404
52,244,Muchitlan,Mochitlan,Mochitlan,1, , ,0, ,244, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-99.36916667,17.47138889
113,245,Miltepec, ,Miltepec,1, , ,0, ,245, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-97.68944444,17.98416667
285,247,Minchapa, ,Rio San Juan,1, ,River,31,Near,247, ,0,Acuña 1985;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=960,https://en.wikipedia.org/wiki/16th_century,-95.20737,18.02483
111,248,Misantla,Mazantla;Misantla de la Nueva España,Misantla,1, ,Cabecera,0, ,248, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-96.85416667,19.92722222
443,254,Mixtla, , ,2,Dissapeared. Glosa de la pintura de Veracruz,Pueblo,0, ,254, ,0,Acuña 1985;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-96.73678,19.84539
302,255,Mixtlan, ,Mixtla de Altamirano,1,Glosa de la pintura de Veracruz,Pueblo,0, ,255, ,0,Acuña 1985;Carrasco 2011,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-96.99277778,18.59416667
167,256,Mizquitepec, ,Mixquitepec,1, ,Estancia,6,Depends on,256, ,0,Acuña 1985;Atlas 2010, ,https://en.wikipedia.org/wiki/16th_century,-98.139167,18.080278
402,258,Monte de Carnero,Monte de Carneros,Puerto de Veracruz,1,Glosa de la pintura de Tlacotalpa,Dune,0, ,258, ,0,Acuña 1985;Garcia de Leon 2011,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=342,https://en.wikipedia.org/wiki/16th_century,-96.15546,19.20619
270,259,Santa Ana Muchitlan,Santa Ana Mochitlan,Mochitlan,1, ,Estancia,244,Depends on,259, ,0,Acuña 1985;Mundy 1996, ,https://en.wikipedia.org/wiki/16th_century,-99.370278,17.470278
7,260,Chilapan,Chilapa,Chilapa,1, , ,0, ,260, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-99.17666667,17.59861111
428,263,La Joya, ,La Joya,1,Glosa de la pintura de Xalapa,Inn,28,Near,263, ,0,Acuña 1985;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=143,https://en.wikipedia.org/wiki/16th_century,-97.02687,19.61099
11,264,Juchique de Ferrer,Xicuixicoco,Juchique de Ferrer,1, , ,0, ,264, ,0,Acuña 1985;Atlas 2010; Cline 1959: Cuadro 21,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-96.694722,19.841111
8,265,Jujupango,Xuxupango,Jojupango,1, ,Cabecera,0, ,265, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-97.77083333,20.095
249,266,Punta de Lagarto, ,Punta El Lagarto,2, , ,0, ,266, ,0,Acuña 1985;GeoNames_Mx,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-95.13158,18.67345
92,268,Malacatepec, ,Malacatepec,1, , ,0, ,268, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-98.30138889,18.94111111
291,269,Mamaltepec, , ,2,Dissapeared. Glosa de la pintura de Veracruz,Pueblo,0, ,269, ,0,Acuña 1985;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-95.91022,18.26925
215,270,Mar del Norte, , ,2, ,Sea,0, ,270, ,0,Acuña 1985;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=1015,https://en.wikipedia.org/wiki/16th_century,-94.64480019,20.00849701
216,271,Mar del Sur,Océano Pacífico, ,2, ,Sea,0, ,271, ,0,Acuña 1985;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=1015,https://en.wikipedia.org/wiki/16th_century,-97.03376054,14.27338344
160,273,Matlacapan, ,Maxacapan,1, ,Estancia,90,Depends on,273, ,0,Acuña 1985;Google Maps, ,https://en.wikipedia.org/wiki/16th_century,-95.12308942,18.39014669
93,276,Matlatlan, ,Maltrata,1, , ,0, ,276, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-97.27638889,18.81138889
159,277,Maxtlatlan, ,Alto Lucero,1, ,Cabecera,28,Depends on,277, ,0,Acuña 1985;Atlas 2010, ,https://en.wikipedia.org/wiki/16th_century,-96.733611,19.623333
171,279,Nanacatlan, ,Nanacatlan,1, ,Sujeto,281,Depends on,279, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-97.67583333,20.00305556
13,281,Hueytlalpa,Hueytlalpan;Teutlalpan;Teutlalpa;Güeytlalpa,Hueytlalpan,1, ,Cabecera,0, ,281,Alcaldia Mayor,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-97.69638889,20.02666667
81,282,Naolingo,Teucnaolinco;Naolinco,Naolinco de Victoria,1, ,Cabecera,28,Depends on,282, ,0,Acuña 1985;Atlas 2010, ,https://en.wikipedia.org/wiki/16th_century,-96.873611,19.655
150,283,Nappatecuhtli,Nappateuctli;Sierra del Cofre, ,2, ,Mountain Range,0, ,283, ,0,Acuña 1985;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=708,https://en.wikipedia.org/wiki/16th_century,-97.1455678,19.5023778
10,284,Nestequilan, ,Nexquitilan,1, ,Sujeto,281,Depends on,284, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-97.6425,20.00722222
236,287,Sierra Nexmetoyan,Nexmetoyan, ,2, , ,0, ,287, ,0,Acuña 1985;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-97.79469695,19.79057465
191,288,Nicaragua, ,Catedral Santiago de Managua,1, , ,0, ,288, ,0,Acuña 1985;Google Maps,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-86.27128652,12.15632203
275,291,Nonotla, , ,2,Dissapeared,Estancia,244,Depends on,291, ,0,Acuña 1985;Allocated by research, ,https://en.wikipedia.org/wiki/16th_century,-99.37207,17.51431
2,292,Nopalucan, ,Nopalucan,1, , ,0, ,292, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-97.82166667,19.21444444
244,294,Nuestra Señora de la Consolación, , ,2, ,Church,0, ,294, ,0,Acuña 1985;Allocation by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=931,https://en.wikipedia.org/wiki/16th_century,-96.14450083,19.20211673
246,300,Oaxtepeque, ,Oaxtepec,1, , ,0, ,300, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-98.97027778,18.90638889
170,302,Ocelonacaztla, ,Ocelonacaxtla,1, ,Sujeto,281,Depends on,302, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-97.61305556,20.04722222
284,304,Olamatlan, ,Olomatlan,1, ,Estancia,332,Depends on,304, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-98.269722,17.946111
399,305,Olinca, , ,2,Dissapeared. Glosa de la pintura de Veracruz,Pueblo,0, ,305, ,0,Acuña 1985;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-97.173248,19.174154
152,306,Olintla,Olintlan,Olintla,1, ,Sujeto,281,Depends on,306, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-97.68194444,20.09861111
198,307,Omeapan, ,Omeapa,1, ,Sujeto,603,Depends on,307, ,0,Acuña 1985;Atlas 2010, ,https://en.wikipedia.org/wiki/16th_century,-97.028889,19.712222
292,308,Opan de Minsapa, ,Peña hermosa,1,Glosa de la pintura de Tlacotalpa,Region,0, ,308, ,0,Acuña 1985;Garcia de Leon 2011,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=10,https://en.wikipedia.org/wiki/16th_century,-94.69065,18.34811
78,310,Aolizapan,Orizaba,Orizaba,1, , ,0, ,310, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-97.10361111,18.84972222
338,311,Ostral, ,Close to modern La Conchita,1,Glosa de la pintura de Tlacotalpa,Oyster bed,0, ,311, ,0,Acuña 1985;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=392,https://en.wikipedia.org/wiki/16th_century,-95.89289,18.84616
290,312,San Pedro Otontepetl,Otontepetl,San Pedro Tetitlan,1, ,Estancia,774,Depends on,312, ,0,Acuña 1985;Galarza 1989;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.324192,18.261297
286,314,Oxitlan, ,San Lucas Ojitlan,1,Glosa de la pintura de Veracruz,Pueblo,0, ,314, ,0,Acuña 1985;Carrasco 2011,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-96.39583333,18.05972222
433,315,Ozomatzintla, , ,2,Dissapeared. Glosa de la pintura de Veracruz,Pueblo,0, ,315, ,0,Acuña 1985;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-96.40373,19.68019
404,317,Ozumba, ,San Jose Ozumba,1, ,Inn,608,Near,317, ,0,Acuña 1985;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=143,https://en.wikipedia.org/wiki/16th_century,-97.72833,19.23306
219,318,Minas de Pachuca, ,Pachuca de Soto,1, ,Mining Camp,0, ,318, ,0,Acuña 1985;Atlas 2010,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=685,https://en.wikipedia.org/wiki/16th_century,-98.736944,20.122222
243,319,Isla de Pájaros,Pájaros,Pájaros,1, ,Island,0, ,319, ,0,Acuña 1985;Toponimos50k,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=575,https://en.wikipedia.org/wiki/16th_century,-96.08980362,19.18924555
253,321,Río de las Palmas, , ,2, ,River,248,Near,321, ,0,Acuña 1985;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=960,https://en.wikipedia.org/wiki/16th_century,-96.79111279,19.96513578
220,322,Panamá, ,Panamá,1, , ,0, ,322, ,0,Acuña 1985;Google Maps,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-79.23468295,9.061562387
