FID,My_FID5,Placename,Alt_names,ModernName,Confidence,Notes,Type,FID_Relate,Relation,My_FID5,Type2,FID_Relat2,References,Type_URL,Time_span,X,Y
117,324,Pánuco, ,Pánuco,1, , ,0, ,324, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-98.181111,22.053611
58,325,Papantla, ,Papantla,1, ,Cabecera,0, ,325, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-97.32,20.44777778
398,327,Palo,Pato,Parque marino nacional Sistema Arrecifal Veracruzano,1,Glosa de la pintura de Tlacotalpa,Reef,0, ,327, ,0,Acuña 1985;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=921,https://en.wikipedia.org/wiki/16th_century,-95.97399,19.10297
119,328,Perote, ,Perote,1, , ,0, ,328, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-97.24277778,19.56
15,329,Petlaltzingo,Ñuu Yuvui,Petlalcingo,1, ,Cabecera,0, ,329, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-97.91666667,18.08277778
294,330,Petlapan,San Joseph Petlapan,San Jose Petlapa,1,Glosa de la pintura de Cuzcatlan,Pueblo,0, ,330, ,0,Acuña 1985;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-96.775126,18.399046
278,331,Petlatlan, ,Petatlan,1, ,Estancia,260,Depends on,331, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-98.99055556,17.58027778
30,332,Piaztla,Chinantla;Saha Ñuu Quu,Piaxtla,1, ,Cabecera,0, ,332, ,0,Acuña 1985;INEGI: MEX_topoloc, ,https://en.wikipedia.org/wiki/16th_century,-98.25240486,18.20036947
439,336,Cerro Pohayo,Pohayo, ,2, ,Hill,732,Near,336, ,0,Acuña 1985;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=710,https://en.wikipedia.org/wiki/16th_century,-97.73178,19.78748
261,337,Popayán, , ,1, , ,0, ,337, ,0,Acuña 1985;Google Maps,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-76.61415899,2.442099085
202,338,Volcán Popocatepetl,Popocatepetl;sierra y volcán de México,Popocatepetl,1, ,Volcano,0, ,338, ,0,Acuña 1985;Google Maps,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=1209,https://en.wikipedia.org/wiki/16th_century,-98.62376841,19.02317214
455,340,Poztectlan, ,Poxtitlan,2, ,Estancia,248,Depends on,340, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-96.916389,19.970278
313,341,Puctla, , ,2,Dissapeared. Glosa de la pintura de Veracruz,Pueblo,0, ,341, ,0,Acuña 1985;Garcia de Leon 2011,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-95.84924,18.68418
468,345,La Purificación, ,Candelaria Purificación,2, ,Estancia,608,Depends on,345, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.87607,18.93043
248,346,Punta Gorda, ,Punta Gorda,2, , ,0, ,346, ,0,Acuña 1985;GeoNames_Mx,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-96.17807,19.24592
131,347,Quacultenango,Cacholtenango,Tomatlan,1,Estancia, ,0, ,347, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-97.01055556,19.03194444
271,350,San Andres Quauhtamaltitlan, ,Coatomatitlan,1, ,Estancia,244,Depends on,350, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-99.3225,17.473611
450,353,San Esteban Quauhtenco,Tcoquauhtenco;San Esteban;Tzanaquauhtla;Teoquauhtenco;Quauhtenco;San Esteban Tzanaquauhtla,San Esteban Cuautempa,1, ,Sujeto,619,Depends on,353, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.79498,19.9138
251,354,Quauhtepec, , ,2, , ,0, ,354, ,0,Acuña 1985;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-96.45364295,19.85291823
142,355,Quauhtinchan, ,Cuautinchan,1, , ,0, ,355, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-98.01722222,18.95555556
240,357,Convento Agustino de Quauhtlatlaucan, ,Ex Convento Agustino de Huatlatlauca,1, ,Convent,0, ,357, ,0,Acuña 1985;Google Maps,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=931,https://en.wikipedia.org/wiki/16th_century,-98.05152055,18.6771567
42,359,Quauhtotola,Quatotola,Cuautotola,1, , ,0, ,359, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-97.79638889,20.06805556
423,360,Santa Maria de la Concepción Quauhtotolapa,Quauhtotolapa;Santa Maria de la Concepción, ,2,Dissapeared,Estancia,224,Depends on,360, ,0,Acuña 1985;Melgarejo 1949, ,https://en.wikipedia.org/wiki/16th_century,-97.154903,19.438152
262,361,Quauhxilotlan,San Miguel Quauhxilotlan,Cuajilotla,1, ,Estancia,244,Depends on,361, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-99.361111,17.284167
432,362,San Miguel, ,San Miguel,2, ,Sujeto,28,Depends on,362, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.083611,19.672222
112,363,Quecholac, ,Quecholac,1, , ,0, ,363, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-97.6575,18.95444444
408,366,San Miguel Quilayoc,Quiloyac;San Miguel,Quiliayo,1, ,Estancia,224,Depends on,366, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.125833,19.300556
148,368,Quimichitlan,Quimichtlan,Quimixtlan,1, , ,0, ,368, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-97.135,19.25305556
252,371,Quiyotepec, ,Quiotepec,1, , ,0, ,371, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-96.98194444,17.89944444
418,376,Venta del Rio, ,Plan del Rio,1,Glosa de la pintura de Xalapa,Inn,0, ,376, ,0,Acuña 1985;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=143,https://en.wikipedia.org/wiki/16th_century,-96.6525,19.40184
317,379,Roca Partida, , ,1, ,Cliff,667,Near,379, ,0,Acuña 1985;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=211,https://en.wikipedia.org/wiki/16th_century,-95.183143,18.705052
98,381,San Juan de Ulúa,Puerto de San Juan de Ulúa,Castillo San Juan de Ulúa,1, ,Harbor,0, ,381, ,0,Acuña 1985;Toponimos50k,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=485,https://en.wikipedia.org/wiki/16th_century,-96.12785417,19.21096055
188,382,Los Reyes, ,Santos Reyes,1, ,Sujeto,608,Depends on,382, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-97.8125,18.94388889
182,383,Isla de Sacrificio,Isla de Sacrificios,Isla de Sacrificios,1, ,Island,0, ,383, ,0,Acuña 1985;Google Maps,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=575,https://en.wikipedia.org/wiki/16th_century,-96.09209227,19.17506464
331,388,San Agustin de Huehuetlan, ,San Agustin Ahuehuetla,1, ,Sujeto,188,Depends on,388, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-98.165869,18.797497
390,389,San Agustin de Tepeaca,San Agustin,San Agustin Tlaxco,2, ,Estancia,608,Depends on,389, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.991389,19.058611
336,390,San Agustin de Quecholac,San Agustin;Santo Agustin;Santo Agustin de Tecamachalco,San Agustin,2, ,Sujeto,363,Depends on,390, ,528,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.560278,18.839167
389,394,San Lorenzo de Quecholac,San Lorenzo,San Lorenzo Joya de Rodriguez,2, ,Sujeto,363,Depends on,394, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.853333,19.054444
366,395,San Lorenzo de Tecali,San Lorenzo;Sam Lorenzo;San Lorenzo de Tepeaca;San Luis y San Lorenzo;San Luis y San Lorenzo de Tepeaca,San Lorenzo (La Cañada),2, ,Sujeto,523,Depends on,395, ,608,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.959722,18.957222
449,400,San Antonio de Zacatlan, ,San Antonio Buenavista,2, ,Sujeto,759,Depends on,400, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-98.045833,19.911667
335,402,San Antonio de Tecali,San Antonio;San Antonio de Tepeaca,San Antonio,2, ,Sujeto,523,Depends on,402,Estancia,608,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.893333,18.837778
312,405,San Lucas de Tecamachalco,San Lucas;San Lucas de Tepeaca,San Lucas el Viejo,2, ,Sujeto,528,Depends on,405,Estancia,608,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.718889,18.676944
316,407,San Baltasar de Huehuetlan, ,San Baltazar Quetzalapa,2, ,Sujeto,188,Depends on,407, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-98.056954,18.702865
339,408,San Baltasar de Tecali,San Baltasar,San Baltzar,2, ,Sujeto,523,Depends on,408, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.755278,18.875
358,412,San Luis de Tecali,San Luis;San Luis de Tepeaca,San Luis Ajajalpan,2, ,Sujeto,523,Depends on,412, ,608,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.936944,18.933611
451,413,San Bartolome de Zacatlan, ,San Bartolo,2, ,Sujeto,759,Depends on,413, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.965278,19.9175
333,414,San Bartolome de Huehuetlan, ,San Bartolome Chimalhuacan,2, ,Sujeto,188,Depends on,414, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-98.258035,18.825061
186,415,San Bartolomé de Tepeaca,S Bartolomé;San Bartolomé,San Bartolome (Hueyapan),1, ,Sujeto,608,Depends on,415, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-97.93027778,19.02444444
352,417,San Bartolome de Quecholac y Tecali,San Bartolome;San Bartolome de Tecamachalco,San Bartolome Coscomaya,2, ,Sujeto,523,Depends on,417, ,528,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.618333,18.9175
458,419,San Marcos de Zacatlan, ,San Marcos Eloxochitlan,2, ,Sujeto,759,Depends on,419, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.871944,20.025278
375,421,San Marcos de Tecamachalco,San Marcos;San Marcos de Tepeaca,San Marcos el Viejo,2, ,Sujeto,528,Depends on,421,Estancia,608,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.748056,18.986111
421,422,San Marcos de Xicochimalco, ,San Marcos de León,2, ,Estancia,710,Depends on,422, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-96.968611,19.42138
397,424,San Bernardino de Tepeaca,San Bernardino,San Bernardino,2, ,Estancia,608,Depends on,424, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.927778,19.099167
340,425,San Bernardino de Tecali,San Bernaldino,San Bernardino Tepenene,2, ,Sujeto,523,Depends on,425, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-98.093889,18.880278
315,426,San Martin de Huehuetlan, ,San Martin Atempan,2, ,Sujeto,188,Depends on,426, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-98.162904,18.691155
299,431,Sierras de San Martin, ,Volcan San Martin,1, ,Mountain Range,90,Near,431, ,0,Acuña 1985;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=708,https://en.wikipedia.org/wiki/16th_century,-95.20079,18.55772
345,432,San Buenaventura de Tepeaca,San Buenaventura,San Buenaventura Tetlananca,2, ,Estancia,608,Depends on,432, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.926944,18.9025
346,433,San Buenaventura de Quecholac,San Buenaventura de Tecali;San Buenaventura,San Buenaventura Tetlananca,2, ,Sujeto,363,Depends on,433, ,523,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.926944,18.9025
464,435,San Cristóbal de Zacatlan, ,San Cristóbal Xochimilpa,2, ,Sujeto,759,Depends on,435, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.9075,20.066389
377,437,San Cristóbal de Tepeaca,San Cristóbal,San Cristobal los Nava,2, ,Estancia,608,Depends on,437, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.831944,18.995278
461,438,San Mateo de Zacatlan, ,Tlacotepec (San Mateo),2, ,Sujeto,759,Depends on,438, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.849167,20.060278
376,439,San Mateo de Tepeaca,San Mateo;San Mateo y Santa Ana de Tepeaca,San Mateo Parra,2, ,Estancia,608,Depends on,439, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.861667,18.991389
350,441,San Mateo de Quecholac,San Mateo;San Mateo de Tecamachalco,San Mateo Tlaixpan,2, ,Sujeto,363,Depends on,441, ,528,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.735278,18.915
386,445,San Felipe de Tepeaca,San Felipe,San Felipe Tenextepec,2, ,Estancia,608,Depends on,445, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.873889,19.033056
245,447,San Francisco, ,Convento de San Gabriel Arcángel,1, ,Monastery,0, ,447, ,0,Acuña 1985;Google Maps,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=931,https://en.wikipedia.org/wiki/16th_century,-98.30414354,19.06222225
456,448,San Francisco, ,San Francisco Ixquihuacan,2, ,Sujeto,759,Depends on,448, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.889167,19.998889
383,449,San Francisco de Tepeaca,San Francisco,San Francisco Buenavista,2, ,Estancia,608,Depends on,449, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.835556,19.026389
368,450,San Francisco de Tecamachalco,San Francisco;San Francisco de Quecholac,San Francisco Gutierrez,2, ,Sujeto,528,Depends on,450,Estancia,363,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.730557,18.959722
348,452,San Francisco de Tecali,San Francisco,San Francisco Mixtla,2, ,Sujeto,523,Depends on,452, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.895833,18.904167
349,455,San Mauricio de Tepeaca,San Mauricio,San Mauricio,1, ,Estancia,608,Depends on,455, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.798889,18.913889
448,456,San Miguel de Zacatlan, ,San Miguel Tenango,2, ,Sujeto,759,Depends on,456, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.941389,19.906389
330,457,San Miguel de Huehuetlan, ,San Miguel Atlapulco,2, ,Sujeto,188,Depends on,457, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-98.191757,18.792357
407,462,San Miguel de Xicochimalco, ,San Miguel Tlapexcatl,2, ,Estancia,710,Depends on,462, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-96.991667,19.300444
329,464,San Nicolas de Huehuetlan, ,San Nicolas Huajuapan,2, ,Sujeto,188,Depends on,464, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-98.119041,18.779413
354,465,San Nicolas de Tepeaca,San Nicolas,San Nicolas Zoyapetlayoca,2, ,Estancia,608,Depends on,465, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.865278,18.924167
242,466,Ermita de San Nicolás,San Nicolás,Iglesia de San Nicolás,1, ,Shrine,0, ,466, ,0,Acuña 1985;Google Maps,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=700,https://en.wikipedia.org/wiki/16th_century,-98.05454284,18.67997388
325,468,San Gabriel de Tecamachalco,San Gabriel;San Gabriel de Tepeaca,San Gabriel Tetzoyocan,2, ,Sujeto,528,Depends on,468,Estancia,608,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.702222,18.760556
307,471,San Pablo, ,San Pablo  Soyatitlanapan,1, ,Corregimiento,188,Near,471, ,472,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-98.14933,18.65517
95,472,Quauhtlatlauca,Quautlatlauca;Quauhtlatlaucan,Huatlatlauca,1, ,Cabecera,0, ,472, ,0,Acuña 1985;Google Maps;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-98.05510503,18.67935482
378,473,San Pablo de Tecamachalco,San Pablo,San Pablo de las Tunas,2, ,Sujeto,528,Depends on,473, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.709722,18.995556
344,474,San Gregorio de Tepeaca,San Gregorio,San Gregorio Tlacomulco,2, ,Estancia,608,Depends on,474, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.713056,18.895556
362,475,San Hipólito de Tepeaca,San Hipólito,San Hipólito Xochiltenango,2, ,Estancia,608,Depends on,475, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.874167,18.940556
379,479,San Jerónimo de Quecholac,San Jerónimo;San Jerónimo de Tecamachalco,San Jerónimo Tamariz,2, ,Sujeto,363,Depends on,479, ,528,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.750278,18.996667
387,480,San Jerónimo de Tecali,San Jerónimo;San Jerónimo de Tepeaca,San Jerónimo Ocotitlan,2, ,Sujeto,523,Depends on,480,Estancia,608,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.960278,19.033333
384,481,San Pedro de Tepeaca,San Pedro,San Pedro Ovando,2, ,Estancia,608,Depends on,481, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.801389,19.028889
374,483,San Pedro de Quecholac,San Pedro;San Pedro de Tecamachalco,San Pedro Candelaria,2, ,Sujeto,363,Depends on,483, ,528,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.638333,18.984167
363,484,San Pedro de Tecali,San Pedro,San Pedro Zacachimalpa,2, ,Sujeto,523,Depends on,484, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-98.156111,18.942778
357,486,San Joaquin de Tepeaca,San Joaquin,San Joaquin,2, ,Estancia,608,Depends on,486, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.9475,18.93
465,487,San Pedro y San Pablo, ,Rio Tecolutla,1, ,River,325,Near,487, ,0,Acuña 1985;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=960,https://en.wikipedia.org/wiki/16th_century,-97.247908,20.363317
241,488,Ermita de San Joseph, ,Templo de San Jose,2, ,Shrine,0, ,488, ,0,Acuña 1985;Google Maps,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=700,https://en.wikipedia.org/wiki/16th_century,-99.19916319,17.61916707
431,489,San Joseph, ,San Jose,2, ,Sujeto,28,Depends on,489, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.011389,19.64
359,490,San Rafael de Tepeaca,San Rafael,Besana San Rafael,2, ,Estancia,608,Depends on,490, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.855833,18.935556
319,492,San Juan de Huehuetlan, ,San Juan Coatetelco,2, ,Sujeto,188,Depends on,492, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-98.07611111,18.71611111
385,498,San Sebastian, ,San Sebastian Teteles,2, ,Estancia,608,Depends on,498, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.789167,19.028889
391,499,San Sebastian de Quecholac,San Sebastian,San Sebastian Villanueva,2, ,Sujeto,363,Depends on,499, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.715833,19.060278
233,500,Sierra Nevada,Sierra Iztactepetl;Iztactepetl,Iztaccihuatl,1, ,Mountain Range,0, ,500, ,0,Acuña 1985;Toponimos50k,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=708,https://en.wikipedia.org/wiki/16th_century,-98.64196194,19.17833389
372,502,San Simón de Tepeaca,San Simón,San Simón de Bravo,2, ,Estancia,608,Depends on,502, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.713056,18.967778
327,503,San Simón de Tecamachalco,San Simón,San Simón,2, ,Sujeto,528,Depends on,503, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.686111,18.775
132,505,Suchitepec, ,Suchitepec,1, , ,0, ,505, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-97.65944444,17.97166667
304,506,San Vicente de Huehuetlan, ,San Vicente,2, ,Sujeto,188,Depends on,506, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-98.179966,18.620841
231,508,Surgidero del Palo, , ,2, ,Water source,0, ,508, ,0,Acuña 1985;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=48,https://en.wikipedia.org/wiki/16th_century,-95.98507623,19.07921855
321,509,Santa Ana de Huehuetlan, ,Santa Ana Otzolotepec,2, ,Sujeto,188,Depends on,509, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-98.105054,18.742165
360,512,Santa Ana de Tecamachalco,Santa Ana;Santa Ana de Tepeaca,Santa Ana,2, ,Sujeto,528,Depends on,512,Estancia,608,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.9175,18.938889
127,513,Tapayula, ,Tapayula,1, ,Sujeto,281,Depends on,513, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-97.74472222,20.01694444
381,517,Santa Catalina de Quecholac,Santa Catalina;Santa Catalina de Tepeaca,Santa Catarina Villanueva,2, ,Sujeto,363,Depends on,517, ,608,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.614722,18.999167
332,520,Santa Clara de Quecholac,Santa Clara,Santa Clara,2, ,Sujeto,363,Depends on,520, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.78,18.821111
73,522,Minas de Taxco, ,Taxco,1, ,Mining Camp,0, ,522, ,0,Acuña 1985;Google Maps;Google Earth;unikloc10gw,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=685,https://en.wikipedia.org/wiki/16th_century,-99.600478,18.559217
129,523,Santiago Tecali,Tecalco,Tecali,1, , ,0, ,523, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-97.96916667,18.89861111
364,525,Santa Cruz de Tepeaca,Santa Cruz,Santa Cruz Ajajalpan,2, ,Estancia,608,Depends on,525, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.950278,18.949722
341,527,Santa Cruz de Quecholac,Santa Cruz;Santa Cruz de Tecamachalco,Santa Cruz Ocotlan,2, ,Sujeto,363,Depends on,527, ,528,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.582778,18.882778
50,528,Tecamachalco, ,Tecamachalco,1, , ,0, ,528, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-97.73166667,18.88111111
347,529,Santa Ines de Tepeaca,Santa Ines,Santa Ines Cuautla,2, ,Estancia,608,Depends on,529, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.851111,18.903333
190,530,Santa Isabel de Tepeaca,Santa Isabel,Santa Isabel (Tlanepantla),1, ,Sujeto,608,Depends on,530, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-97.89,18.85138889
326,531,Santa Isabel de Quecholac,Santa Isabel;Santa Isabel de Tecali,Santa Isabel Sabinal,2, ,Sujeto,363,Depends on,531, ,523,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-97.475,18.769167
166,533,Teccistepec,Tecciztepec,Tequixtepec,1, , ,0, ,533, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-97.71888889,18.06027778
309,538,Santa Maria de Quauhtlatlauca, ,Santa Maria Coacuacan,2, ,Sujeto,472,Depends on,538, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-98.10315507,18.66363926
91,544,Tecomatlan, ,Tecomatlan,1, ,Estancia,332,Depends on,544, ,0,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-98.31472222,18.10916667
276,546,Tecintla, ,Tenezintla,2, ,Estancia,260,Depends on,546, ,0,Acuña 1985;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-99.123056,17.52222
