FID,My_FID1,Placename,Alt_names,ModernName,Confidence,Notes,FID_Relate,Relation,Start_Date,End_Date,References,Type,Type_URL,X,Y,Time_span
40,15,Ataco, ,Concepción de Ataco,1, ,0, ,30/12/1899 00:00:00,30/12/1899 00:00:00,HGIS_Indias, , ,-89.85107,13.86964,https://en.wikipedia.org/wiki/16th_century
182,16,Atempa Mazegua,Atempa Mazahua,San Pedro Masahuat,1, ,0, ,30/12/1899 00:00:00,30/12/1899 00:00:00,"Lardé y Larin, 1957:231",Pueblo,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-89.03667595,13.54501697,https://en.wikipedia.org/wiki/16th_century
119,17,Ateos,Ateo,Ateos,1, ,0, ,30/12/1899 00:00:00,30/12/1899 00:00:00,HGIS_Indias, , ,-89.428507,13.740552,https://en.wikipedia.org/wiki/16th_century
183,19,Atiquizaya, ,Atiquizaya,1, ,0, ,30/12/1899 00:00:00,30/12/1899 00:00:00,GeoNames_GT,Pueblo,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-89.75658214,13.97649453,https://en.wikipedia.org/wiki/16th_century
58,21,Laguna de Atitlán, , ,1, ,0, ,30/12/1899 00:00:00,30/12/1899 00:00:00,Located by research,Lake,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=596,-91.18922763,14.69781601,https://en.wikipedia.org/wiki/16th_century
59,22,Volcanes de Atitlán, ,Volcán Atitlán,1, ,0, ,30/12/1899 00:00:00,30/12/1899 00:00:00,GoogleMaps,Volcano,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=1209,-91.18646696,14.58189249,https://en.wikipedia.org/wiki/16th_century
0,23,Santiago Atitlán,Atitlán;Cakchequil;Cuauhtemala,Santiago Atitlán,1, ,0, ,30/12/1899 00:00:00,30/12/1899 00:00:00,GoogleMaps, , ,-91.22793,14.63796,https://en.wikipedia.org/wiki/16th_century
75,25,Ayutla, ,Ayutla,1, ,0, ,30/12/1899 00:00:00,30/12/1899 00:00:00,Gerhard 1972 SE Frontier;Tanck de Estrada 2005: Atlas 1800, , ,-92.16555556,14.5475,https://en.wikipedia.org/wiki/16th_century
50,26,Cacahuatán, ,Cacahoatán,1, ,0, ,30/12/1899 00:00:00,30/12/1899 00:00:00,Gerhard 1972 SE Frontier;GeoNames_MX, , ,-92.1638031,14.9919996,https://en.wikipedia.org/wiki/16th_century
106,27,Río de Cahabón, ,Río de Cahabón,1, ,0, ,30/12/1899 00:00:00,30/12/1899 00:00:00,Allocated by research,River,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=960,-89.81004965,15.58603663,https://en.wikipedia.org/wiki/16th_century
17,28,Cahabón,Santa María Cahabón,Santa María Cahabón,1, ,0, ,30/12/1899 00:00:00,30/12/1899 00:00:00,HGIS_Indias, , ,-89.8114,15.6035,https://en.wikipedia.org/wiki/16th_century
67,29,San Agustín,San Agustín de la Real Corona,San Agustín Acasaguastlán,1, ,0, ,30/12/1899 00:00:00,30/12/1899 00:00:00,HGIS_Indias, , ,-89.968282,14.949438,https://en.wikipedia.org/wiki/16th_century
200,30,Santa Cruz Cahaboncillo,Santa Cruz Cabahoncillo,Santa Catalina la Tinta,1,7 leagues far from Tucurub,316,Near,30/12/1899 00:00:00,30/12/1899 00:00:00,Miles 1983: 122, , ,-89.88586649,15.3125905,https://en.wikipedia.org/wiki/16th_century
94,31,San Cristobal 3A3OH,3a3oh;San Cristóbal;San Cristóbal Cahcoh;Cahcoh,San Cristobal Verapaz,1, ,0, ,30/12/1899 00:00:00,30/12/1899 00:00:00,GeoNames_GT, , ,-90.56513,15.39632,https://en.wikipedia.org/wiki/16th_century
120,34,Caluco Izalco, ,Caluco,1, ,0, ,30/12/1899 00:00:00,30/12/1899 00:00:00,HGIS_Indias, , ,-89.6622,13.7235,https://en.wikipedia.org/wiki/16th_century
125,35,Camotlán, ,Camotán,1, ,0, ,30/12/1899 00:00:00,30/12/1899 00:00:00,HGIS_Indias, , ,-89.37232,14.81938,https://en.wikipedia.org/wiki/16th_century
140,37,Castilla, ,Madrid,1, ,0, ,30/12/1899 00:00:00,30/12/1899 00:00:00,Allocated by research, , ,-3.714204532,40.41846312,https://en.wikipedia.org/wiki/16th_century
184,38,Cecori, ,Sesori,1, ,0, ,30/12/1899 00:00:00,30/12/1899 00:00:00,Lardé y Larín 1957,Pueblo,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-88.36064844,13.72095005,https://en.wikipedia.org/wiki/16th_century
