FID,My_FID4,Placename,Alt_names,ModernName,Confidence,Notes,Type,FID_Relate,Relation,Type2,References,Type_URL,Time_span,X,Y
48,148,Mexicatzinco, ,Mexicaltzingo,1, , ,0, , ,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-99.11888889,19.35555555
40,149,México,México Tenochtitlan;Tenochtitlan;Tenuchtitlan;Quauhnochtitlan,Tenochtitlan,1, , ,0, , ,Acuña 1984;Google Maps;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-99.1313711,19.43492025
226,150,Catedral de México, ,Catedral Metropolitana,1, ,Cathedral,0, , ,Acuña 1984;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=931,https://en.wikipedia.org/wiki/16th_century,-99.1332,19.43416
260,152,Mitlmani, , ,2,Dissapeared. Somewhere north to Tepeticpac,Pueblo,0, , ,Acuña 1984;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-98.210152,19.362155
192,153,Mixco, ,San Juan Mixco,1, ,Pueblo,0, , ,Acuña 1984;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-98.31324,19.262952
232,157,Sierra de Perote Nappatecuhtli, ,Cofre de Perote,1, ,Hill,0, , ,Acuña 1984;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=710,https://en.wikipedia.org/wiki/16th_century,-97.15235,19.48461
248,159,Nochiztlan,Michiztlan,Nochistlan,1, ,Pueblo,0, , ,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-102.8455556,21.36055556
19,161,Nopalucan,Nopalocan,Nopalucan,1, , ,0, , ,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-97.82166667,19.21444444
231,162,Ermita Nuestra Señora de los Remedios, ,Basílica Nuestra Señora de los Remedios,1, ,Church,0, , ,Acuña 1984;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=931,https://en.wikipedia.org/wiki/16th_century,-99.251436,19.47238
202,163,Capilla Nuestra Señora del Rosario, ,Catedral de Tlaxcala,1, ,Church,0, , ,Acuña 1984;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=931,https://en.wikipedia.org/wiki/16th_century,-98.23753872,19.3137359
261,166,Ocelotepeque, , ,2,Disappeared. One of the pueblos in the route of the chichimecas to Tlaxcala, ,0, , ,Acuña 1984,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-98.24765,19.36443
89,169,Oquario, ,Ucareo,1, , ,0, , ,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-100.6863889,19.89833333
61,170,Otumpan,Aztaquemecan,Otumba,1, , ,0, , ,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-98.75472222,19.69694444
108,172,Pahuatlan, ,Pahuatlan,1, , ,0, , ,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-98.15,20.27416667
258,173,Puente de Panotlan, , ,2,Dissapeared,Bridge,0, , ,Acuña 1984,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=140,https://en.wikipedia.org/wiki/16th_century,-98.26178,19.31262
100,174,Pánuco,Huasteca de Pánuco,Pánuco,1, , ,0, , ,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-98.181111,22.053611
99,175,Papantla, ,Papantla,1, , ,0, , ,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-97.32,20.44777778
234,176,Venta de Sierra de Perote, ,Perote,1, ,Inn,0, , ,Acuña 1984;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=143,https://en.wikipedia.org/wiki/16th_century,-97.242665,19.561386
183,177,Venta del Pinar, ,La Venta,1, ,Inn,0, , ,Acuña 1984;Yoneda 2005,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=143,https://en.wikipedia.org/wiki/16th_century,-97.90769,19.17565
173,178,Popucatepetl, ,Popocatépetl,1, ,Hill,0, , ,Acuña 1984;Google Maps,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=710,https://en.wikipedia.org/wiki/16th_century,-98.62376841,19.02317214
175,179,Sierra dé Poyauhtecatl, ,Pico de Orizaba,1, ,Mountain Range,0, , ,Acuña 1984;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=708,https://en.wikipedia.org/wiki/16th_century,-97.26938,19.036267
18,180,Poyauhtlan, ,Tequila,1, , ,0, , ,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-97.07027778,18.72944444
228,181,Laguna de Poyauhtlan, ,Texcoco Lake (Nabor Carrillo),1, ,Lake,0, , ,Acuña 1984;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=596,https://en.wikipedia.org/wiki/16th_century,-98.966897,19.466962
207,185,Ermita de la Purificación, ,"Iglesia la Candelaria, Teotlalpan",2, ,Church,0, , ,Acuña 1984;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=931,https://en.wikipedia.org/wiki/16th_century,-98.225325,19.333396
167,187,Quauhchimalco, ,Coachimalco,1, ,Pueblo,0, , ,Acuña 1984;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-98.681603,17.624853
215,188,Quauhchimalpan, ,Cuajimalpa,1, ,Town,0, , ,Acuña 1984;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-99.298735,19.357198
1,189,Quauhchinanco,Quauhchimalco,Huauchinango,1, , ,0, , ,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-98.0525,20.17472222
57,191,Quauhquechollan,Quauhquechulla;Quauhquechullan,Huaquechula,1, , ,0, , ,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-98.54277778,18.77
222,194,Quauhtepec, ,Cerro El Aguila,2, ,Hill,0, , ,Acuña 1984;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=710,https://en.wikipedia.org/wiki/16th_century,-98.30302,19.39709
60,195,Quauhtinchan,Quauhtinchan,Cuautinchan,1, , ,0, , ,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-98.01722222,18.95555556
91,196,Quauhtitlan, ,Cuautitlan,1, , ,0, , ,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-99.17916667,19.66694444
14,198,Quechulac,Quechullac,Quecholac,1, , ,0, , ,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-97.6575,18.95444444
13,199,Querétaro, ,Querétaro,1, , ,0, , ,Acuña 1984;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-100.39247,20.59065
141,201,Quiyahuiztlan, ,Quiahuixtlan,1, ,Cabecera,353,Depends on,Barrio,Acuña 1984;Tanck de Estrada 2005: Atlas 1800, ,https://en.wikipedia.org/wiki/16th_century,-98.24388889,19.33333333
158,203,Ermita San Bernardino, ,Iglesia San Bernardino Contla,1, ,Shrine,0, , ,Acuña 1984;Google Maps,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=700,https://en.wikipedia.org/wiki/16th_century,-98.16728814,19.33359817
149,204,Barrio San Buenaventura,San Buenaventura;Atenpan,San Buenaventura Atempan,1,"Barrio de la orilla del agua""""",Barrio,353,Depends on, ,Acuña 1984;Google Maps, ,https://en.wikipedia.org/wiki/16th_century,-98.21950898,19.32593056
208,205,Ermita San Esteban, ,Templo de San Esteban Tizatlán,1, ,Church,0, , ,Acuña 1984;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=931,https://en.wikipedia.org/wiki/16th_century,-98.217999,19.337645
198,208,Llanos de Barrio San Felipe, , ,1,XXXX,Region,0, , ,Acuña 1984;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=10,https://en.wikipedia.org/wiki/16th_century,-98.35135,19.30611
225,210,Convento San Francisco, ,Ex Convento de San Francisco,1, ,Convent,0, , ,Acuña 1984;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=931,https://en.wikipedia.org/wiki/16th_century,-99.13996,19.433475
190,211,Ermita de San Francisco, ,"Iglesia de San Rafel Arcangel, San Rafael Tenanyecac",1, ,Shrine,271, , ,Acuña 1984;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=700,https://en.wikipedia.org/wiki/16th_century,-98.366547,19.245379
191,213,San Francisco Topoyanco, ,San Francisco Tepeyanco,1, ,Pueblo,0, , ,Acuña 1984;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-98.235953,19.247372
230,214,Iglesia y monasterio San lldefonso, ,"Parroquia de San Ildefonso, Hueyotlipan",1, ,Church,0, ,Monastery,Acuña 1984;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=931,https://en.wikipedia.org/wiki/16th_century,-98.349002,19.469658
254,215,San Ildefonso Hueyotlipan, ,Hueyotlipan,1, ,Pueblo,0, , ,Acuña 1984;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,1,1
155,216,Capilla San José, ,Capilla Abierta,1, ,Chapel,0, , ,Acuña 1984;Google Maps,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=931,https://en.wikipedia.org/wiki/16th_century,-98.23832946,19.31376836
150,218,Iglesia de San Juan Bautista, ,Iglesia de S Juan Totolac,1, ,Church,331,Depends on, ,Acuña 1984;Google Maps,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=931,https://en.wikipedia.org/wiki/16th_century,-98.25830586,19.32658528
151,219,Puente de San Juan Bautista,Puente de San Juan, ,2, ,Bridge,0, , ,Acuña 1984;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=140,https://en.wikipedia.org/wiki/16th_century,-98.25185939,19.32269889
153,220,Valle de San Juan Bautista,Atlahuitec, ,2, ,Valley,0, , ,Acuña 1984;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=1197,https://en.wikipedia.org/wiki/16th_century,-98.25107742,19.33461148
224,221,Tianguez de San Juan de México, ,Mercado de San Juán,1, ,Market,0, , ,Acuña 1984;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=229,https://en.wikipedia.org/wiki/16th_century,-99.144379,19.430209
63,222,San Juan de Ulúa,Chalchicueyecan Quiyahuiztlan;Medellín,Castillo San Juan de Ulúa,1, ,Harbor,0, , ,Acuña 1984;Toponimos50k,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=485,https://en.wikipedia.org/wiki/16th_century,-96.12785417,19.21096055
200,224,Monasterio de San Luis Huamantla, ,Parroquia de San Luis Obispo,1,It's Guamantla (107),Parish,0, , ,Acuña 1984;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=272,https://en.wikipedia.org/wiki/16th_century,-97.923613,19.313621
161,227,Ermita San Miguel, ,Iglesia San Miguel Xochitecatitla,1, ,Shrine,0, , ,Acuña 1984;Google Maps,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=700,https://en.wikipedia.org/wiki/16th_century,-98.35796514,19.2396692
152,228,Barrio San Nicolás,San Nicolás,Capilla de San Nicolás Tolentino,1, ,Barrio,353,Depends on, ,Acuña 1984;Google Maps, ,https://en.wikipedia.org/wiki/16th_century,-98.23489433,19.31807637
238,229,San Pedro Tocomallocan, ,Tecomalucan,1, ,Pueblo,0, , ,Acuña 1984;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-98.061125,19.602388
176,230,Colegio de San Pedro y San Pablo de Puebla, ,Ex Colegio de San Pedro (Secretaría de Turismo de Puebla),1, ,Collegue,0, , ,Acuña 1984;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=143,https://en.wikipedia.org/wiki/16th_century,-98.198985,19.042496
196,231,Ermita San Vicente, ,"Iglesia de San Vicente, San Vicente Xiloxochitla",1, ,Church,0, , ,Acuña 1984;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=931,https://en.wikipedia.org/wiki/16th_century,-98.315911,19.283831
199,233,Santa Ana Chiyauhtenpan,Barrio Santa Ana;Chiyauhtenpan Santa Ana,Chiautempan,1, ,Pueblo,0, , ,Acuña 1984;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-98.197029,19.312764
189,236,Ermita Santa Cruz Texoloc, ,Santa Cruz Aquiahuac,2, ,Shrine,0, , ,Acuña 1984;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=700,https://en.wikipedia.org/wiki/16th_century,-98.283449,19.24029
221,237,Santa Fe, ,Pueblo Santa Fé,1, ,Pueblo,0, , ,Acuña 1984;Google Maps;Google Earth;unikloc10gw,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-99.241521,19.382749
127,239,Santa María de la Natividad,Ichcahuixtlan,Nativitas,1, , ,0, , ,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-98.31472222,19.23194444
122,243,Santo Domingo,"Islas de Santo Domingo,Isla Santo Domingo;Isla Española",República Dominicana/Haiti,1, ,Island,0, , ,Acuña 1984;Google Maps,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=575,https://en.wikipedia.org/wiki/16th_century,-71.03738513,19.01809264
214,245,Ermita Santo Matías, ,"Iglesia San Matías Apostol, San Matías Tepetomatitlan",1, ,Church,0, , ,Acuña 1984;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=931,https://en.wikipedia.org/wiki/16th_century,-98.193295,19.352681
111,247,Sierra Nevada,lztaccihuatl;sierra nevada de Huexotzinco,Iztaccihuatl,1, ,Mountain Range,0, , ,Acuña 1984;Toponimos50k,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=708,https://en.wikipedia.org/wiki/16th_century,-98.64196194,19.17833389
179,248,Sierra Nevada de Amaquemecan, ,Parque Nacional Iztaccíhuatl-Popocatépetl,1, ,Mountain Range,0, , ,Acuña 1984;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=708,https://en.wikipedia.org/wiki/16th_century,-98.70717,19.133066
182,249,Sierra Nevada de Huexotzinco, ,Parque Nacional Iztaccíhuatl-Popocatépetl,1, ,Mountain Range,0, , ,Acuña 1984;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=708,https://en.wikipedia.org/wiki/16th_century,-98.60682,19.14632
250,251,Siete Ciudades, ,Arizona and Nuevo México,1,"Province that supposedly covered urban centers of refined civilization and abundant wealth in precious stones and metals, and that, between 1539 and the last years of the 16th century, was the subject of a more or less exhaustive search in what is now th",Imaginary,0, , ,Acuña 1984;Levin Rojo 2004, ,https://en.wikipedia.org/wiki/16th_century,-110.591544,34.53621
87,253,Soconochco,Xoconuchco,Soconusco,1, , ,0, , ,Acuña 1984;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-92.7268982,15.3163996
109,256,Tabasco, ,Tabasco,1, , ,0, , ,Acuña 1984;Atlas 2010,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-92.919167,17.987778
55,260,Taximaroya,Tlazimaloyan,Taximaroa (Ciudad Hidalgo),1, , ,0, , ,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-100.5533333,19.69111111
159,261,Tecalco,Santiago Tecalpan;Tecallimapan,Tecali,1, , ,0, , ,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-97.96916667,18.89861111
23,262,Tecalpan, ,Texcalpan,1, , ,0, , ,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-98.92777778,18.93583333
12,264,Tecamachalco, ,Tecamachalco,1, , ,0, , ,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-97.73166667,18.88111111
59,265,Teciuhtlan, ,Teziutlan,1, , ,0, , ,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-97.36027778,19.81555556
212,266,Tecoatzingo,Tecohuactzinco;Tecohualtzinco,San Francisco Tecoac,2, ,Pueblo,0, , ,Acuña 1984;Thomas 1995,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-97.965502,19.348395
265,269,Temalacatiztlan, , ,2,"Dissapeared. Near modern Apan and Almoloya, in Hidalgo",Pueblo,0, , ,Acuña 1984;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-98.35555,19.69786
266,270,Tenamtec,Tenanhitec;Tonanhitec, ,2,Dissapeared. Some place close to Zacatlán,Pueblo,0, , ,Acuña 1984;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-97.941389,19.906389
160,271,Tenanyacac, ,Tenanyecac,1, , ,0, , ,Acuña 1984;Google Maps,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-98.36649243,19.24526859
24,272,Tenexcalco, ,Tenexcalco,1, , ,0, , ,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-98.59694444,18.48055555
233,274,Teocalhueyacan, ,San Andrés Atenco,1, ,Pueblo,0, , ,Acuña 1984;Gibson 1956,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-99.218095,19.541925
73,275,Teohuacan, ,Tehuacán,1, , ,0, , ,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-97.39194444,18.46111111
264,277,Teomulixco, , ,2,Dissapeared. It may be close to Sultepec,Pueblo,0, , ,Acuña 1984;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-98.6189,19.58616
68,278,Teotitlan, ,Teotitlan Del Camino,1, , ,0, , ,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-97.07222222,18.1325
62,280,Teotlalpan, ,Hueytlalpan,1, , ,0, , ,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-97.69638889,20.02666667
206,281,Barrio de Teotlalpan, ,La Candelaria Teotlalpan,1, ,Barrio,0, , ,Acuña 1984;GeoNames_MX, ,https://en.wikipedia.org/wiki/16th_century,-98.22556,19.33306
7,284,Tepapayecan, ,Tepapayeca,1, , ,0, , ,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-98.53166667,18.67166667
106,285,Tepeacac,Tepeyacac,Tepeaca,1, , ,0, , ,Acuña 1984;INEGI: MEX_topoloc,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-97.90341921,18.96581899
92,286,Tepeapulco,Tepepulco,Tepeapulco,1, , ,0, , ,Acuña 1984;Google Maps;INEGI: MEX_topoloc,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-98.55250082,19.78528155
118,289,Tepeticpac, ,Señorio de Tepeticpac,1, ,Cabecera,0, , ,Acuña 1984;Allocated by research, ,https://en.wikipedia.org/wiki/16th_century,-98.22911261,19.33691915
210,290,Sierra de Tepeticpac,Sierra de Texcalticpac, ,1, ,Mountain Range,0, , ,Acuña 1984;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=708,https://en.wikipedia.org/wiki/16th_century,-98.23698,19.34472
39,292,Tepetlaoztoc, ,Tepetlaoxtoc,1, , ,0, , ,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-98.82027778,19.57305556
10,293,Tetella, ,Tetela del Volcan,1, , ,0, , ,Acuña 1984;INEGI: MEX_topoloc,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-98.72944444,18.89194444
31,294,Tepotzotlan,Tepotztlan,Tepotzotlan,1, , ,0, , ,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-99.22361111,19.71611111
26,295,Tequantepec,Tequantepeque,Santo Domingo Tehuantepec,1, , ,0, , ,Acuña 1984;INEGI: MEX_topoloc,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-95.24141798,16.32140045
205,296,San Felipe Tequemecan,Pueblo de Barrio San Felipe;Barrio San Felipe,Ixtacuixtla de Mariano Matamoros,1, ,Pueblo,0, , ,Acuña 1984;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-98.378275,19.329442
94,297,Tetela, ,Tetela de Ocampo,1, , ,0, , ,Acuña 1984;INEGI: MEX_topoloc,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-97.80648438,19.81705053
256,298,Tetliyacac, ,Dissapeared,2,According to the text it is located next to Huejotzingo,Pueblo,119, , ,Acuña 1984;Hernandez & Ruz 2019,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-98.48159,19.13591
79,299,Tetzcuco,Tetzcoco;Tetzicoloyan,Texcoco De Mora,1, , ,0, , ,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-98.88194444,19.50555556
126,301,Tetzcutzinco,Tetzcutzin;Tetzcuco,Zona Arqueológica Tetzcutzingo,1, ,Hill,299,Near, ,Acuña 1984;Toponimos50k,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=710,https://en.wikipedia.org/wiki/16th_century,-98.81762389,19.49723278
240,305,Fuente Texcalac, ,La Ciénega,1, ,Source,0, , ,Acuña 1984;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=48,https://en.wikipedia.org/wiki/16th_century,-97.98694,19.621536
213,308,Texcalticpac Tepeticpac,Texcalticpac Texcalla,Tepeticpac,1, ,Pueblo,0, , ,Acuña 1984;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-98.235595,19.349347
194,310,Santa Cruz Texoloc, ,San Damián Texoloc,1, ,Pueblo,0, , ,Acuña 1984;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-98.283308,19.276903
69,312,Tizatlan, ,San Esteban Tizatlán,1, , ,0, , ,Acuña 1984;Google Maps;Google Earth;unikloc10gw,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-98.21826,19.337763
148,313,Río del Tizón, ,Río Colorado,1, ,River,0, , ,Acuña 1984;Google Maps,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=960,https://en.wikipedia.org/wiki/16th_century,-114.9183943,31.87137454
34,314,Tochmilco,Tuchmilco,Tochimilco,1, , ,0, , ,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-98.5725,18.89194444
181,317,Sierra de Tolocan, ,Nevado de Toluca,1, ,Mountain Range,0, , ,Acuña 1984;Google Maps,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=708,https://en.wikipedia.org/wiki/16th_century,-99.76671266,19.10200606
197,318,Valle de Tolocan,Valle de Matlaltzinco, ,1, , ,0, , ,Acuña 1984;Google Maps,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-99.73634555,19.30230116
246,321,Tonallan, ,Tonalá,1, , ,0, , ,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-103.2411111,20.62361111
50,322,Tonatiuhco, ,Zozocolco,1, , ,0, , ,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-97.57388889,20.14055555
98,323,Topoyanco, ,Tepeyanco,1, , ,0, , ,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,https://en.wikipedia.org/wiki/16th_century,-98.235,19.245
195,324,Laguna de Topoyanco, ,Laguna de Acuitlapilco,1, ,Lake,0, , ,Acuña 1984;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=596,https://en.wikipedia.org/wiki/16th_century,-98.226885,19.27692
