FID,My_FID6,Placename,Alt_names,ModernName,Confidence,Notes,Type,FID_Relate,Relation,My_FID6,FID_Relat2,Type2,References,Type_URL,X,Y,Time_span
59,337,Pánuco, ,Pánuco,1, , ,0, ,337,0, ,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.181111,22.053611,https://en.wikipedia.org/wiki/16th_century
17,338,Pazulco,Teopazulco,Pazulco,1, ,Estancia,6,Depends on,338,0, ,Acuña 1985;Google Maps;Tanck de Estrada 2005: Atlas 1800, ,-98.90964696,18.87816116,https://en.wikipedia.org/wiki/16th_century
186,339,Petlacala, ,Petlacala,1, ,Estancia,55,Depends on,339,0, ,Acuña 1985;GeoNames_MX, ,-99.88494,18.18639,https://en.wikipedia.org/wiki/16th_century
114,340,Pezoapan, ,Pezuapan,1, ,Sujeto,538,Depends on,340,0, ,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,-100.1491667,18.06861111,https://en.wikipedia.org/wiki/16th_century
99,341,Piaztlan, ,Piaxtla,1, , ,0, ,341,0, ,Acuña 1985;INEGI: MEX_topoloc,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.25240486,18.20036947,https://en.wikipedia.org/wiki/16th_century
218,343,Pipihilco, ,Apipilulco,1, ,Sujeto,163,Depends on,343,0, ,Acuña 1985;Atlas 2010, ,-99.670833,18.196944,https://en.wikipedia.org/wiki/16th_century
158,344,Pipincatla, ,Pipincatla,1, ,Sujeto,223,Depends on,344,0, ,Acuña 1985;unikloc10gw, ,-99.80688747,18.44929581,https://en.wikipedia.org/wiki/16th_century
330,345,Pixahua,Alpixauhyan,Alpixafia,1, ,Estancia,494, ,345,0, ,Acuña 1985;GeoNames_MX;Ramirez 2006, ,-99.902,18.4092,https://en.wikipedia.org/wiki/16th_century
241,346,Pochontzingo, ,Pololcingo,1, ,Estancia,513,Depends on,346,0, ,Acuña 1985;Atlas 2010, ,-99.391944,18.280556,https://en.wikipedia.org/wiki/16th_century
311,347,Poctepec,Potepec,Zacapoxtepec,1, ,Sujeto,538, ,347,0, ,Acuña 1985;GeoNames_MX, ,-99.9621,18.0189,https://en.wikipedia.org/wiki/16th_century
278,348,Volcán Popocatepetl,Popocatepetl,Popocatepetl,1, ,Volcano,0, ,348,0, ,Acuña 1985;Google Maps,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=1209,-98.62376841,19.02317214,https://en.wikipedia.org/wiki/16th_century
423,349,Posquila,Ixpuquilan, ,2,Dissapeared,Estancia,494, ,349,0, ,Acuña 1985;Ramirez 2006, ,-99.8209,18.3521,https://en.wikipedia.org/wiki/16th_century
395,351,Puchtlan, ,Poxtla,1, ,Estancia,208, ,351,0, ,Acuña 1985;Allocated by research, ,-98.5768,21.1372,https://en.wikipedia.org/wiki/16th_century
77,353,Pungaravato, ,Ciudad Altamirano,1, , ,0, ,353,0, ,Acuña 1985;Atlas 2010,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-100.668056,18.362222,https://en.wikipedia.org/wiki/16th_century
484,354,Quachalac,Quachalcac, ,2,Dissapeared,Barrio,195, ,354,0, ,Acuña 1985;Allocated by research, ,-98.632,20.02,https://en.wikipedia.org/wiki/16th_century
313,355,Quanmuchiahualco,Quamuchiahualco,Comichahualco,1, ,Estancia,178, ,355,0, ,Acuña 1985;GeoNames_MX, ,-99.8661,18.0527,https://en.wikipedia.org/wiki/16th_century
201,356,Quatlapanca, , ,1, ,Hill,20157,Near,356,0, ,Acuña 1985;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=710,-98.86879181,19.38498985,https://en.wikipedia.org/wiki/16th_century
168,357,Quauhatuxco,Cuahutlixco;Quauhatlixco,Cuahutlixco,1, ,Cabecera,204,Depends on,357,0, ,Acuña 1985;Zona_Arq_INAH, ,-98.93642498,18.8300561,https://en.wikipedia.org/wiki/16th_century
1,358,Quauhnahuac,Cuernavaca;Villa de Quauhnahuac,Cuernavaca,1, ,Villa,0, ,358,0, ,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,-99.23416667,18.91861111,https://en.wikipedia.org/wiki/16th_century
443,359,Cerro Quauhtepeque,Quauhtepeque, ,2,No name available,Hill,531, ,359,0, ,Acuña 1985;Brotherston 1998: 92,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=710,-99.1046,18.999,https://en.wikipedia.org/wiki/16th_century
167,360,Quauhtla,Amillpas;Amillpas de Huaxtepeque;Amilpas;Amjllpas,Cuautla,1, ,Pueblo,204,Depends on,360,0, ,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.95472222,18.81166667,https://en.wikipedia.org/wiki/16th_century
409,361,Quauhtla, , ,2,Dissapeared,Estancia,55, ,361,0, ,Acuña 1985;Allocated by research, ,-99.9238,18.1199,https://en.wikipedia.org/wiki/16th_century
249,363,Cerro Quauhtomaltepetl,Cerro Quauhtomatepec;Quauhtomatepec;Quauhtomaltepetl, ,1, ,Hill,223,Near,363,0, ,Acuña 1985,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=710,-99.7783642,18.5125253,https://en.wikipedia.org/wiki/16th_century
344,364,Quauhxinacuila,Quauhxonecuila,Cuajinicuila,1, ,Sujeto,715, ,364,0, ,Acuña 1985;Ramirez 2006, ,-99.9345,18.523,https://en.wikipedia.org/wiki/16th_century
358,365,Quauhxumulco, ,Coajumulco,1, ,Sujeto,588, ,365,0, ,Acuña 1985;Barlow 1992, ,-99.205,19.0343,https://en.wikipedia.org/wiki/16th_century
335,366,Quauhyabatitlan,Quauhyahualtitlan;Quauhyabatlitlan,Callehualtitla,1, ,Sujeto,5, ,366,327, ,Acuña 1985;GeoNames_MX, ,-100.0908,18.4544,https://en.wikipedia.org/wiki/16th_century
36,368,Quiyahuac, , ,2, ,Sujeto,117,Depends on,368,0, ,Acuña 1985, ,-98.68798301,19.90699088,https://en.wikipedia.org/wiki/16th_century
497,372,Real de Abajo, ,Real del Valle,1, ,Mining Camp,0, ,372,0, ,Acuña 1985;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=685,-98.7539,20.08636,https://en.wikipedia.org/wiki/16th_century
199,373,Real del  Monte,Minas del Monte;Monte,Verdosas,1, ,Mining Camp,151,Depends on,373,0, ,Acuña 1985;Google Maps;Google Earth;unikloc10gw,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=685,-99.409202,20.82558,https://en.wikipedia.org/wiki/16th_century
108,374,Río de Anecuilco, , ,1, ,River,47,Near,374,0, ,Acuña 1985;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=960,-98.97224856,18.77019725,https://en.wikipedia.org/wiki/16th_century
308,375,Rio Grande de  Mezcala, ,Río Balsas,1, ,River,722, ,375,0, ,Acuña 1985;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=960,-99.5835,17.9339,https://en.wikipedia.org/wiki/16th_century
238,376,Río Hueyatl,Hueyatl;Río Grande, ,1, ,River,538,Near,376,0, ,Acuña 1985;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=960,-100.0631085,17.9849813,https://en.wikipedia.org/wiki/16th_century
244,377,Sacacuyoc, ,Sacacoyuca,1, ,Estancia,513,Depends on,377,0, ,Acuña 1985;GeoNames_MX, ,-99.55,18.23333,https://en.wikipedia.org/wiki/16th_century
224,378,San Agustín, ,San Agustin Oapan,1, ,Church,312,Within,378,0, ,Acuña 1985;Google Maps,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=931,-99.43787119,17.95229818,https://en.wikipedia.org/wiki/16th_century
153,379,San Agustín Atlapulco,Atlapulco San Agustín,San Agustín Atlapulco,1,"It may be a pueblo, estancia or barrio dependant on Chimalhuacan", ,382,Depends on,379,0, ,Acuña 1985;Toponimos50k,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.95474222,19.39119417,https://en.wikipedia.org/wiki/16th_century
259,380,San Andrés Acuecueyecan,Acuecueyecan;Acacueyecan;San Andrés,San Andrés de la Cal,1, ,Estancia,531,Depends on,380,0, ,Acuña 1985;Google Maps;Google Earth;unikloc10gw, ,-99.113461,18.955093,https://en.wikipedia.org/wiki/16th_century
453,381,San Andrés Chiauhtla, , ,2,Dissapeared,Estancia,389, ,381,0, ,"Acuña 1985;Blanton, 1972: 168", ,-98.8524,19.3408,https://en.wikipedia.org/wiki/16th_century
104,382,Chimalhuacan Atenco,Chimalhuacan;Chimalhuacan Toyac;Chimalhuacan Atoyac;San Andrés Chimalhuacan,Palacio Municipal de Chimalhuacán,1, ,Cabecera,157,Depends on,382,0, ,Acuña 1985;Google Maps;Atlas 2010, ,-98.945278,19.416667,https://en.wikipedia.org/wiki/16th_century
319,388,San Francisco, ,Barrio San Francisco,1,"According to the text, there is a church with the advocation of San Francisco",Barrio,163, ,388,0, ,Acuña 1985;GeoNames_MX, ,-99.6607,18.2398,https://en.wikipedia.org/wiki/16th_century
227,389,San Francisco Aquauhtla,Aquauhtla,Acuautla,1, ,Cabecera,20157,Depends on,389,0, ,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,-98.85861111,19.34416667,https://en.wikipedia.org/wiki/16th_century
507,390,San Francisco, , ,2,Dissapeared. Located one league to the north from the cabecera,Sujeto,312,Depends on,390,0, ,Acuña 1985;Vazquez 1965: 39, ,-99.43548,17.98326,https://en.wikipedia.org/wiki/16th_century
427,391,San Francisco, , ,2,Dissapeared,Sujeto,473, ,391,0, ,Acuña 1985;GeoNames_MX, ,-99.3899,18.3634,https://en.wikipedia.org/wiki/16th_century
225,395,San Juan, ,Parroquia de San Juan,1, ,Church,711,Within,395,0, ,Acuña 1985;Google Maps,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=931,-99.53423074,18.34959098,https://en.wikipedia.org/wiki/16th_century
510,396,San Juan Ixco,Ixco San Juan, ,2,Dissapeared. Located 3 leagues to the south from the cabecera,Sujeto,312,Depends on,396,0, ,Acuña 1985;Vazquez 1965: 39, ,-99.367911,17.812351,https://en.wikipedia.org/wiki/16th_century
261,397,San Juan Tepecuitlapilco,San Juan;Tepecuitlapilco,Tlacotenco,1, ,Estancia,531,Depends on,397,0, ,Acuña 1985;GeoNames_MX, ,-99.0933,19.01845,https://en.wikipedia.org/wiki/16th_century
365,398,San Juan Tlachichco, ,San Juan,1, ,Sujeto,20157, ,398,0, ,Acuña 1985;GeoNames_MX, ,-98.8503,19.3762,https://en.wikipedia.org/wiki/16th_century
426,399,San Juan, , ,2,Dissapeared,Sujeto,473, ,399,276, ,Acuña 1985;GeoNames_MX, ,-99.3982,18.3562,https://en.wikipedia.org/wiki/16th_century
368,401,San Lorenzo Mizquititlan, ,San Lorenzo Metzquititlán,1,"It may be a pueblo, estancia or barrio dependant on Chimalhuacan", ,20157, ,401,382, ,Acuña 1985;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.9754,19.404,https://en.wikipedia.org/wiki/16th_century
450,402,San Lorenzo, , ,2,¿La cruz de San Lorenzo?,Sujeto,77, ,402,0, ,Acuña 1985;GeoNames_MX, ,-99.5689,19.0889,https://en.wikipedia.org/wiki/16th_century
418,403,San Lucas, , ,2,Dissapeared,Sujeto,473, ,403,0, ,Acuña 1985;GeoNames_MX, ,-99.3686,18.3448,https://en.wikipedia.org/wiki/16th_century
420,406,San Mateo, , ,2,Dissapeared,Sujeto,473, ,406,0, ,Acuña 1985;GeoNames_MX, ,-99.3447,18.3485,https://en.wikipedia.org/wiki/16th_century
457,407,San Mateo Oztotlitic, , ,2,Dissapeared,Barrio,424, ,407,0, ,Acuña 1985;Hodge 1994: 49, ,-98.8349,19.3672,https://en.wikipedia.org/wiki/16th_century
419,408,San Miguel, , ,2,¿Parroquia San Francisco de Asís?,Church,711, ,408,0, ,Acuña 1985;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=931,-99.5394,18.3457,https://en.wikipedia.org/wiki/16th_century
413,409,San Miguel, , ,2,Dissapeared,Church,513, ,409,0, ,Acuña 1985;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=931,-99.4636,18.2845,https://en.wikipedia.org/wiki/16th_century
461,410,San Miguel Tepetlapan,Tepetlapa, ,2,Dissapeared,Cabecera,20157, ,410,0, ,Acuña 1985;Hodge 1994: 48;GeoNames_MX, ,-98.8775,19.4034,https://en.wikipedia.org/wiki/16th_century
451,411,San Miguel, , ,2,¿San Miguel Banderas?,Sujeto,77, ,411,0, ,Acuña 1985;GeoNames_MX, ,-99.6526,19.1081,https://en.wikipedia.org/wiki/16th_century
425,412,San Miguel, , ,2,Dissapeared,Sujeto,473, ,412,0, ,Acuña 1985;GeoNames_MX, ,-99.39,18.3554,https://en.wikipedia.org/wiki/16th_century
471,413,San Miguel, , ,2,¿Ejido San Miguel?,Barrio,477, ,413,0, ,Acuña 1985;GeoNames_MX, ,-98.9492,19.717,https://en.wikipedia.org/wiki/16th_century
508,414,San Pablo, , ,2,Dissapeared. Located half a league to the west from Mayanala,Sujeto,276,Depends on,414,0, ,Acuña 1985;Vazquez 1965: 39, ,-99.45911,18.17186,https://en.wikipedia.org/wiki/16th_century
415,415,San Pedro, , ,2,¿Parroque San Gerarado?,Church,711, ,415,0, ,Acuña 1985;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=931,-99.5372,18.3386,https://en.wikipedia.org/wiki/16th_century
459,416,San Pedro Chalman, , ,2,Dissapeared,Estancia,20157, ,416,443, ,Acuña 1985;SMA 1972: 160, ,-98.8822,19.391,https://en.wikipedia.org/wiki/16th_century
189,417,San Pedro, ,San Pedro Tlanixco,1, ,Sujeto,77,Depends on,417,0, ,Acuña 1985;Google Maps, ,-99.65251045,19.06172322,https://en.wikipedia.org/wiki/16th_century
25,418,San Pedro, ,San Pedro (Venustiano Carranza),1, , ,151,Depends on,418,0, ,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-99.33333333,20.7525,https://en.wikipedia.org/wiki/16th_century
422,419,San Pedro, , ,2,Dissapeared,Sujeto,473, ,419,0, ,Acuña 1985;GeoNames_MX, ,-99.3649,18.3499,https://en.wikipedia.org/wiki/16th_century
152,421,San Sebastián Chimalapan,San Sebastián Chimalpa;Chimalpan San Sebastián,San Sebastián Chimalpa,1,"It may be a pueblo, estancia or barrio dependant on Chimalhuacan", ,382,Depends on,421,0, ,Acuña 1985;Atlas 2010,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.9525,19.381389,https://en.wikipedia.org/wiki/16th_century
509,422,San Sebastián, , ,2,Dissapeared. Located half a league to the south from Mayanala,Sujeto,276,Depends on,422,0, ,Acuña 1985;Vazquez 1965: 39, ,-99.433337,18.149274,https://en.wikipedia.org/wiki/16th_century
460,423,San Sebastián Xocoatlauhco, , ,2,Dissapeared,Sujeto,20157, ,423,0, ,Acuña 1985;Gibson 1964: map 3, ,-98.8432,19.3994,https://en.wikipedia.org/wiki/16th_century
364,424,Santa Ana Tetitlan, ,Santa Ana,1, ,Cabecera,20157, ,424,0, ,Acuña 1985;Carrasco 1996;GeoNames_MX, ,-98.8569,19.3699,https://en.wikipedia.org/wiki/16th_century
470,425,Santa Ana, , ,2,¿Ejido Santa Ana?,Barrio,477, ,425,0, ,Acuña 1985;GeoNames_MX, ,-98.98888,19.7106,https://en.wikipedia.org/wiki/16th_century
260,427,Santa Catalina Zacatepetlac,Santa Catalina;Zacatepetlac,Santa Catarina,1, ,Estancia,531,Depends on,427,0, ,Acuña 1985;Google Maps;Google Earth;unikloc10gw, ,-99.141446,18.972114,https://en.wikipedia.org/wiki/16th_century
228,428,Santa Cruz, , ,2, ,Church,20157,Near,428,0, ,Acuña 1985;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=931,-98.87485272,19.37555683,https://en.wikipedia.org/wiki/16th_century
446,432,Santa María, , ,2,Barrio de San Bartolomé Atlatlahuca,Barrio,77, ,432,0, ,Acuña 1985;GeoNames_MX, ,-99.6085,19.0675,https://en.wikipedia.org/wiki/16th_century
229,433,Santa María, ,Iglesia Santa María Nativitas,1, ,Church,66,Within,433,0, ,Acuña 1985;Google Maps,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=931,-99.33217646,20.17682656,https://en.wikipedia.org/wiki/16th_century
230,434,Santa María, , ,1, ,Estancia,288,Depends on,434,0, ,Acuña 1985;Rodriguez 2001: 110, ,-99.20405,20.26065833,https://en.wikipedia.org/wiki/16th_century
263,436,Santa Maria Magdalena Amatlan,Amatlan;Santa María Magdalena,Amatlán de Quetzalcóatl,1, ,Estancia,531,Depends on,436,0, ,Acuña 1985;Atlas 2010, ,-99.036111,18.978889,https://en.wikipedia.org/wiki/16th_century
362,438,Santa María Magdalena Aticpac, ,Magdalena Atlicpac,1,"It may be a pueblo, estancia or barrio dependant on Chimalhuacan", ,20157, ,438,382, ,Acuña 1985;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.9517,19.3683,https://en.wikipedia.org/wiki/16th_century
276,441,Santiago, ,Iglesia de Santiago Apóstol,1, ,Church,218,Within,441,0, ,Acuña 1985;Google Maps,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=931,-99.33479065,18.30612194,https://en.wikipedia.org/wiki/16th_century
458,443,Santiago Quatlapanca,Quatlapanca, ,2,Dissapeared,Cabecera,20157, ,443,0, ,Acuña 1985;Hodge 1994: 51;GeoNames_MX, ,-98.872,19.3895,https://en.wikipedia.org/wiki/16th_century
95,444,Santiago Quauhtlalpa, ,Cuautlalpan,1, ,Sujeto,160,Depends on,444,0, ,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,-98.90138889,19.43138889,https://en.wikipedia.org/wiki/16th_century
393,446,Santiago, ,Santiago Acayutlan,1, ,Church,66, ,446,0, ,Acuña 1985;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=931,-99.2923,20.1967,https://en.wikipedia.org/wiki/16th_century
449,447,Santiago, , ,2,Dissapeared,Sujeto,77, ,447,0, ,Acuña 1985;Allocated by research, ,-99.6322,19.0816,https://en.wikipedia.org/wiki/16th_century
424,449,Santiago, , ,2,Dissapeared,Sujeto,473, ,449,276, ,Acuña 1985;GeoNames_MX, ,-99.3428,18.355,https://en.wikipedia.org/wiki/16th_century
231,451,Santo Domingo, ,República Dominicana/Haiti,1, , ,0, ,451,0, ,Acuña 1985;Google Maps,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-71.03738513,19.01809264,https://en.wikipedia.org/wiki/16th_century
454,453,Santo Domingo Tlalanoztoc, , ,2,Dissapeared,Estancia,389, ,453,0, ,Acuña 1985;Blanton 1972: 168, ,-98.8524,19.341,https://en.wikipedia.org/wiki/16th_century
455,456,Santo Tomás Texcaltitlan, , ,2,Dissapeared,Estancia,389, ,456,0, ,Acuña 1985;Blanton 1972: 168, ,-98.8469,19.3419,https://en.wikipedia.org/wiki/16th_century
287,457,Sierra Nevada Iztlaccihuatl,Iztlaccihuatl;Iztaccihuatl,Iztaccihuatl,1, ,Mountain Range,0, ,457,0, ,Acuña 1985;Toponimos50k,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=708,-98.64196194,19.17833389,https://en.wikipedia.org/wiki/16th_century
286,458,Sierra Nevada de Toluca,Nevada de Toluca,Nevado de Toluca,1, ,Mountain Range,0, ,458,0, ,Acuña 1985;Google Maps,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=708,-99.76671266,19.10200606,https://en.wikipedia.org/wiki/16th_century
126,459,Suchiaca, ,San Juan Xochiaca,1, , ,0, ,459,0, ,Acuña 1985;Google Maps;Google Earth;unikloc10gw,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-99.540358,19.010894,https://en.wikipedia.org/wiki/16th_century
170,460,Suchimillcatzingo, ,Xochimilcatzingo,2, ,Cabecera,240,Depends on,460,0, ,Acuña 1985;Google Maps, ,-98.96455783,18.86527334,https://en.wikipedia.org/wiki/16th_century
78,461,Suchimillco, ,Xochimilco,1, , ,0, ,461,0, ,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-99.1025,19.2625,https://en.wikipedia.org/wiki/16th_century
48,463,Suchitlan, ,Xochitlan,1, ,Estancia,6,Depends on,463,0, ,Acuña 1985;Google Maps;Tanck de Estrada 2005: Atlas 1800, ,-98.81219067,18.88877663,https://en.wikipedia.org/wiki/16th_century
62,465,Tabasco, ,Tabasco,1, , ,0, ,465,0, ,Acuña 1985;Atlas 2010,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-92.919167,17.987778,https://en.wikipedia.org/wiki/16th_century
90,466,Tacuba, ,Tacuba,1, , ,0, ,466,0, ,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-99.18638889,19.4575,https://en.wikipedia.org/wiki/16th_century
39,467,Tahuizan, ,Jaltocan,2, , ,0, ,467,0, ,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.53777778,21.13333333,https://en.wikipedia.org/wiki/16th_century
492,468,Tamalol, , ,2,Dissapeared,Pueblo,208, ,468,0, ,Acuña 1985;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.5247,21.1327,https://en.wikipedia.org/wiki/16th_century
22,469,Tampico, ,Pueblo Viejo  (Ciudad Cuauhtemoc),1, , ,0, ,469,0, ,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-97.83472222,22.18333333,https://en.wikipedia.org/wiki/16th_century
45,470,Tamuxunchale, ,Tamazunchale,1, , ,0, ,470,0, ,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.79166667,21.26111111,https://en.wikipedia.org/wiki/16th_century
232,471,Minas de Tasco, ,Taxco,1, ,Mining Camp,0, ,471,0, ,Acuña 1985;Google Maps;Google Earth;unikloc10gw,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=685,-99.600478,18.559217,https://en.wikipedia.org/wiki/16th_century
67,473,Taxmalaca,Tasmalaca;Tlachmalacac,Tlaxmalac,1, ,Cabecera,0, ,473,0, ,Acuña 1985;INEGI: MEX_topoloc, ,-99.41546227,18.36075489,https://en.wikipedia.org/wiki/16th_century
491,474,Tazotuhco,Tançetuco;Tançituco, ,2,Dissapeared,Pueblo,208, ,474,0, ,Acuña 1985;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.4836,20.9829,https://en.wikipedia.org/wiki/16th_century
205,475,Teacal, ,Teacal,1, ,Estancia,208,Depends on,475,0, ,Acuña 1985;Atlas 2010, ,-98.446667,21.159444,https://en.wikipedia.org/wiki/16th_century
489,476,Teapetlatl, , ,2,Dissapeared, ,0, ,476,0, ,Acuña 1985;Ballesteros 2005,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.7321,20.1697,https://en.wikipedia.org/wiki/16th_century
129,477,Tecama, ,Tecamac,1, ,Sujeto,136,Depends on,477,0, ,Acuña 1985;INEGI: MEX_topoloc, ,-98.96862303,19.71408079,https://en.wikipedia.org/wiki/16th_century
176,478,Tecaxeque, ,Tecajec,1, ,Estancia,6,Depends on,478,0, ,Acuña 1985;Google Maps;Tanck de Estrada 2005: Atlas 1800, ,-98.8156805,18.79802938,https://en.wikipedia.org/wiki/16th_century
490,479,Tecciztlan, , ,2,Dissapeared, ,0, ,479,0, ,Acuña 1985;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-99.305,20.2399,https://en.wikipedia.org/wiki/16th_century
391,481,Techimalli, ,Cerro San Cristóbal,1,Cempoala pintura,Pueblo,0, ,481,0, ,Acuña 1985;Ballesteros 2005,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.75,20.1667,https://en.wikipedia.org/wiki/16th_century
177,482,Tecocuzpan, , ,2, ,Estancia,6,Depends on,482,0, ,Acuña 1985;Allocated by research, ,-98.8425,18.788056,https://en.wikipedia.org/wiki/16th_century
219,484,Tecomatlan, ,Tecomatlán,1, ,Sujeto,163,Depends on,484,0, ,Acuña 1985;Atlas 2010, ,-99.693056,18.294167,https://en.wikipedia.org/wiki/16th_century
355,485,Tecomaxuchco, ,Tecomaxuco,1, ,Sujeto,588, ,485,0, ,Acuña 1985;GeoNames_MX, ,-98.7612,18.9818,https://en.wikipedia.org/wiki/16th_century
245,486,Tecoyametlan, ,Tecoyametla,1, ,Estancia,513,Depends on,486,0, ,Acuña 1985;NGA_GNS, ,-99.501234,18.208354,https://en.wikipedia.org/wiki/16th_century
146,487,Tecpa, ,Tepa,1, ,Sujeto,117,Depends on,487,0, ,Acuña 1985;GeoNames_MX, ,-98.69046,19.91162,https://en.wikipedia.org/wiki/16th_century
123,489,Tecpatepec,Tecapatepeque,Tepatepec,1, , ,0, ,489,0, ,Acuña 1985;INEGI: MEX_topoloc,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-99.09073588,20.24515802,https://en.wikipedia.org/wiki/16th_century
120,490,Tecpilpan, ,Zapotlan,1,Congregación de Cempoala,Cabecera,117, ,490,0, ,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,-98.71527778,19.87472222,https://en.wikipedia.org/wiki/16th_century
512,492,Tecuatzingo, , ,2,Dissapeared. Located 2 leagues to the west from the cabecera,Sujeto,163,Depends on,492,0, ,Acuña 1985;Vazquez 1965: 41, ,-99.740085,18.242645,https://en.wikipedia.org/wiki/16th_century
79,494,Teloloapan, ,Teloloapan,1, , ,0, ,494,0, ,Acuña 1985;INEGI: MEX_topoloc,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-99.87399535,18.36742759,https://en.wikipedia.org/wiki/16th_century
138,496,Temazcalapan, ,Temascalapa,1, , ,0, ,496,0, ,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.90111111,19.82694444,https://en.wikipedia.org/wiki/16th_century
100,497,Temazcaltepeque, ,Temascaltepec De Gonzalez,1, , ,0, ,497,0, ,Acuña 1985;INEGI: MEX_topoloc,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-100.0452551,19.04545634,https://en.wikipedia.org/wiki/16th_century
389,498,Temeztla, ,Mineral de la Reforma,1,Cempoala pintura,Pueblo,0, ,498,0, ,Acuña 1985;Ballesteros 2005,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.7215,20.0459,https://en.wikipedia.org/wiki/16th_century
487,500,Tenanco, , ,2,Cerro Chililete,Hill,0, ,500,0, ,Acuña 1985;Ballesteros 2005,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=710,-98.6903,20.0267,https://en.wikipedia.org/wiki/16th_century
374,501,Tenanco,Tenango,San Juan Atenanco,1, ,Barrio,676, ,501,0, ,Acuña 1985;Marcus et al. 1994: 78, ,-99.0834,19.738,https://en.wikipedia.org/wiki/16th_century
336,502,Tenango de Ichcateupan,Atenango;Tenango,Tenanguillo de las Cañas,1, ,Barrio,223, ,502,0, ,Acuña 1985;Parra 1992, ,-99.8288,18.4752,https://en.wikipedia.org/wiki/16th_century
348,503,Tenanpulco, ,Tepatulco,1, ,Sujeto,651, ,503,0, ,Acuña 1985;GeoNames_MX, ,-99.9097,18.5368,https://en.wikipedia.org/wiki/16th_century
