FID,My_FID6,Placename,Alt_names,ModernName,Confidence,Notes,Type,FID_Relate,Relation,My_FID6,FID_Relat2,Type2,References,Type_URL,X,Y,Time_span
73,156,Coaixtlahuaca, ,Coixtlahuaca,1, , ,0, ,156,0, ,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-97.32361111,17.72361111,https://en.wikipedia.org/wiki/16th_century
193,157,Coatepec, ,Coatepec De Los Costales,1, , ,0, ,157,0, ,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-99.72111111,18.34027778,https://en.wikipedia.org/wiki/16th_century
371,158,Coatlalpan, ,Guadalupe Victoria,1, ,Barrio,189, ,158,0, ,Acuña 1985;GeoNames_MX, ,-99.0659,19.6195,https://en.wikipedia.org/wiki/16th_century
54,160,Coatlichan, ,Coatlinchan,1, , ,0, ,160,0, ,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.87222222,19.44888889,https://en.wikipedia.org/wiki/16th_century
164,162,Cocoyoque,Cocoyoc,Cocoyoc,1, ,Estancia,204,Depends on,162,0, ,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,-98.98194444,18.88416667,https://en.wikipedia.org/wiki/16th_century
118,163,Cocula, ,Cocula,1, ,Cabecera,0, ,163,0, ,Acuña 1985;Google Maps;INEGI: MEX_topoloc, ,-99.66115319,18.23591324,https://en.wikipedia.org/wiki/16th_century
243,167,Colotlan, ,Colotlán,1, ,Estancia,513,Depends on,167,0, ,Acuña 1985;Toponimos50k, ,-99.44852749,18.23488222,https://en.wikipedia.org/wiki/16th_century
212,168,Coyoacan,Villa de Coyuacan;Coyuacan,Coyoacán,1, ,Villa,0, ,168,0, ,Acuña 1985;Atlas 2010, ,-99.161944,19.35,https://en.wikipedia.org/wiki/16th_century
392,169,Coyotepec, ,Cerro del Caballo,2,Atengo and Mizquiahuala pintura, ,0, ,169,0, ,Acuña 1985;Murrieta et al. 2019,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-99.1035,20.1893,https://en.wikipedia.org/wiki/16th_century
21,170,Coyuca, ,Coyuca,1, , ,0, ,170,0, ,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-100.0875,17.00722222,https://en.wikipedia.org/wiki/16th_century
131,171,Coyutla, ,San Pedro Coyutla,1, , ,0, ,171,0, ,Acuña 1985;Atlas 2010,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.43,21.223333,https://en.wikipedia.org/wiki/16th_century
503,173,Cuamuchititlan, , ,2,Dissapeared. Located 4 and a half leagues to the south from the cabecera,Estancia,513,Depends on,173,0, ,Acuña 1985;Vazquez 1965: 36, ,-99.56263,18.114396,https://en.wikipedia.org/wiki/16th_century
504,174,Cuapanahuasco, , ,2,Dissapeared. Located half league to the south from the cabecera,Estancia,513,Depends on,174,0, ,Acuña 1985;Vazquez 1965: 36, ,-99.461104,18.26743,https://en.wikipedia.org/wiki/16th_century
338,175,Cuatlayacac, ,Los Coatlix,1, ,Sujeto,715, ,175,0, ,Acuña 1985;Ramirez 2006, ,-99.8999,18.4855,https://en.wikipedia.org/wiki/16th_century
82,177,Cuesalingo,Cuezalingo,Huazalingo,1, , ,0, ,177,0, ,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.5075,20.97972222,https://en.wikipedia.org/wiki/16th_century
85,178,Cuezala, ,Cuetzala Del Progreso,1, ,Pueblo,223,Depends on,178,0, ,Acuña 1985;INEGI: MEX_topoloc,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-99.83291316,18.13580978,https://en.wikipedia.org/wiki/16th_century
256,182,Cuitlahuac, ,Tláhuac,1, , ,0, ,182,0, ,Acuña 1985;Atlas 2010,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-99.004722,19.270556,https://en.wikipedia.org/wiki/16th_century
339,186,Cuxmatlipan,Cuzamatlipan,Amate Amarillo,1, ,Sujeto,715, ,186,0, ,Acuña 1985;Ramirez 2006, ,-99.84396,18.49,https://en.wikipedia.org/wiki/16th_century
116,187,Cuzamala, ,Cutzamala,1, , ,0, ,187,0, ,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-100.5783333,18.46472222,https://en.wikipedia.org/wiki/16th_century
58,189,Ecatepeque,San Cristóbal Ecatepec;Ecatepeque San Cristóbal,Ecatepec De Morelos,1, ,Estancia,136,Depends on,189,0, ,Acuña 1985;Allocated by research, ,-99.04541058,19.60235642,https://en.wikipedia.org/wiki/16th_century
175,189,Ecatepeque, ,Capilla de San Marcos,2, ,Estancia,6,Depends on,189,0, ,Acuña 1985;Allocated by research, ,-98.86258681,18.87665689,https://en.wikipedia.org/wiki/16th_century
441,190,Cerro Ecatepetl,Ecatepetl, ,2, ,Hill,531, ,190,0, ,Acuña 1985;Brotherston 1998: 92,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=710,-99.0724,18.9912,https://en.wikipedia.org/wiki/16th_century
145,191,Ecatitlan, ,Ecatitlán,1, ,Barrio,676,Depends on,191,0, ,Acuña 1985;GeoNames_MX, ,-99.08333,19.75,https://en.wikipedia.org/wiki/16th_century
440,192,Cerro Ecauhtlan,Ecauhtlan, ,2, ,Hill,531, ,192,0, ,Acuña 1985;Brotherston 1998: 92,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=710,-99.0903,18.9681,https://en.wikipedia.org/wiki/16th_century
262,193,Eloxuchitlan,Elosuchitlan;Xocotitlan;Santo Domingo;Santo Domingo Xocotitlan,Ocotitlan,1, ,Estancia,531,Depends on,193,0, ,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,-99.06083333,19.01333333,https://en.wikipedia.org/wiki/16th_century
207,194,Epazoyo, ,Cerro Grande,2, ,Hill,195,Near,194,0, ,Acuña 1985;Toponimos50k,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=710,-98.64857722,20.03803306,https://en.wikipedia.org/wiki/16th_century
102,195,Epazoyucan,Epazoyuca;Tomazquitla,Epazoyucan,1, ,Cabecera,117,Depends on,195,0, ,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,-98.63527778,20.01805556,https://en.wikipedia.org/wiki/16th_century
267,197,Minas de Esquimilpa,Esquimilpa;Minas de Izquimilpa;Izquimilpa;Minas de Izquimilpan;Izquimilpan,Ixmiquilpan,1, ,Mining Camp,0, ,197,0, ,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=685,-99.21861111,20.48222222,https://en.wikipedia.org/wiki/16th_century
361,198,Sierra de la Estrella, ,Cerro de la Estrella,1,"13 leagues far. This toponym is problematic. It could refer to the Cerro de la Estrella, but is not 13 leagues far from the jurisdiction. The other thing is that the text mentios a river crossing the jurisdiction associated to the ""Sierra de la Estrella",Mountain Range,136, ,198,0, ,Acuña 1985;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=708,-99.0899,19.3458,https://en.wikipedia.org/wiki/16th_century
264,200,Grande Rio de Ohuapan,Grande Rio, ,1, ,River,312,Near,200,0, ,Acuña 1985,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=960,-99.4427302,17.95567915,https://en.wikipedia.org/wiki/16th_century
148,203,Huauhtlan,Huauhtlapan;Huauhtlalpan,Huautla,1, ,Sujeto,538,Depends on,203,0, ,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,-100.1019444,17.8525,https://en.wikipedia.org/wiki/16th_century
128,204,Huaxtepec,Villa de Huaxtepeque del Marquesado del Valle;Huaxtepeque;Atliquipac;Zaqualpa,Oaxtepec,1,Cuatro Villas,Villa,0, ,204,0, ,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,-98.97027778,18.90638889,https://en.wikipedia.org/wiki/16th_century
41,206,Huexotzingo, ,Huejotzingo,1, , ,0, ,206,0, ,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.40611111,19.16,https://en.wikipedia.org/wiki/16th_century
4,208,Huexutla,Huxutla,Huejutla,1, ,Cabecera,0, ,208,0, ,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,-98.42,21.14027778,https://en.wikipedia.org/wiki/16th_century
408,210,Hueytepeque, , ,2,Dissapeared,Estancia,513, ,210,0, ,Acuña 1985;Allocated by research, ,-99.4967,18.0294,https://en.wikipedia.org/wiki/16th_century
479,211,Hueytlalpa Amanalli, , ,2,Dissapeared, ,0, ,211,0, ,Acuña 1985;Ballesteros 2005,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=525,-98.7094,19.9598,https://en.wikipedia.org/wiki/16th_century
194,212,Cerro Huilotepeque,Huilotepeque,Huilotepec (Tezontle),1, ,Hill,531,Near,212,0, ,Acuña 1985;Toponimos50k,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=710,-99.07303334,18.97282306,https://en.wikipedia.org/wiki/16th_century
478,213,Huitznahuac, , ,2,Dissapeared,Sujeto,117, ,213,0, ,Acuña 1985;Allocated by research, ,-98.6442,19.9051,https://en.wikipedia.org/wiki/16th_century
462,214,Huitznahuac, , ,2,Dissapeared, ,20157, ,214,382, ,Acuña 1985;Gibson 1964,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.9708,19.4239,https://en.wikipedia.org/wiki/16th_century
369,215,Huitznahuac Santo Domingo,Santo Domingo Huitznahuac,Santo Domingo,1,"It may be a pueblo, estancia or barrio dependant on Chimalhuacan", ,20157, ,215,382, ,Acuña 1985;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.9431,19.4093,https://en.wikipedia.org/wiki/16th_century
343,216,Huitzquila, ,Huixquila,1, ,Sujeto,223, ,216,0, ,Acuña 1985;Ramirez 2006, ,-99.7917,18.5228,https://en.wikipedia.org/wiki/16th_century
403,217,Huitztitla, , ,2,¿Huixilac? (Huitzilac),Estancia,513, ,217,0, ,Acuña 1985;GeoNames_MX, ,-99.9227,17.7063,https://en.wikipedia.org/wiki/16th_century
87,218,Huitzuco,Ilzuco;Izuco,Huitzuco,1, ,Cabecera,0, ,218,0, ,Acuña 1985;Google Maps;Tanck de Estrada 2005: Atlas 1800, ,-99.33418089,18.30597377,https://en.wikipedia.org/wiki/16th_century
373,219,Huixachtiquipal, ,La Magdalena Huizachitla,1, ,Barrio,189, ,219,0, ,Acuña 1985;Lopez Quezada 2002, ,-99.089,19.6337,https://en.wikipedia.org/wiki/16th_century
214,220,Ichcapaneca, ,Ixcapaneca,1, ,Sujeto,715,Depends on,220,0, ,Acuña 1985;Allocated by research, ,-99.920559,18.497305,https://en.wikipedia.org/wiki/16th_century
433,221,Ichcatepeque, , ,2,Dissapeared,Estancia,204, ,221,0, ,Acuña 1985;Allocated by research, ,-98.9886,18.5792,https://en.wikipedia.org/wiki/16th_century
157,222,Ichcatepeque, ,Ixcatepec,1, ,Sujeto,642,Depends on,222,0, ,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,-100.0758333,18.28333333,https://en.wikipedia.org/wiki/16th_century
11,223,Ichcateupan, ,Ixcateopan,1,Corregimiento too,Cabecera,0, ,223,0, ,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,-99.79361111,18.50305556,https://en.wikipedia.org/wiki/16th_century
486,226,Iczocalla, , ,2,Dissapeared, ,0, ,226,0, ,Acuña 1985;Ballesteros 2005,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.7517,20.0225,https://en.wikipedia.org/wiki/16th_century
265,227,Ilamatepeque,Ilamatepec, ,1,"Cerro de cal""""",Hill,204,Near,227,0, ,Acuña 1985;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=710,-99.00895364,18.88576874,https://en.wikipedia.org/wiki/16th_century
401,228,Sierra Ilamatlatzalan,Ilamatlatzalan, ,2, ,Mountain Range,153, ,228,0, ,Acuña 1985;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=708,-99.9408,17.358,https://en.wikipedia.org/wiki/16th_century
435,230,Ilucan, , ,2,Dissapeared,Estancia,6, ,230,0, ,Acuña 1985;Allocated by research, ,-98.7985,18.7908,https://en.wikipedia.org/wiki/16th_century
292,231,Islas del Poniente Filipinas, ,Filipinas,1, ,Island,0, ,231,0, ,Acuña 1985;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=575,121.0099516,14.5990217,https://en.wikipedia.org/wiki/16th_century
506,232,Istululutla, , ,2,Dissapeared. Located 15 leagues to the west from the cabecera,Estancia,513,Depends on,232,0, ,Acuña 1985;Vazquez 1965: 38, ,-100.098842,18.251255,https://en.wikipedia.org/wiki/16th_century
309,234,Itzcoatzingo, ,San Marcos Oacatzingo,1, ,Estancia,513, ,234,0, ,Acuña 1985;GeoNames_MX, ,-99.4817,17.9344,https://en.wikipedia.org/wiki/16th_century
211,235,Cerros Itztli,Itztli, ,2, ,Mountain Range,195,Near,235,0, ,Acuña 1985;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=708,-98.54823887,20.08402632,https://en.wikipedia.org/wiki/16th_century
294,236,Itztontepeque, ,Izotepec,1, ,Estancia,513, ,236,0, ,Acuña 1985;GeoNames_MX, ,-99.95444,17.585,https://en.wikipedia.org/wiki/16th_century
360,238,Ixtlahuacan, ,Ixtlahuacan,1,"It may be a pueblo, estancia or barrio dependant on Chimalhuacan", ,20157, ,238,382, ,Acuña 1985;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.9977,19.34,https://en.wikipedia.org/wiki/16th_century
511,239,Ixtlahuacan de Cocula,Ixtlahuacan, ,2,Dissapeared. Located half league to the east from the cabecera,Sujeto,163,Depends on,239,0, ,Acuña 1985;Vazquez 1965: 40, ,-99.638854,18.237559,https://en.wikipedia.org/wiki/16th_century
347,240,Ixtlahuacan, ,Ixtlahuaca,1, ,Estancia,513, ,240,0, ,Acuña 1985;GeoNames_MX, ,-99.4411,18.5322,https://en.wikipedia.org/wiki/16th_century
69,244,Iztapaluca, ,Ixtapaluca,1, , ,0, ,244,0, ,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.88222222,19.31861111,https://en.wikipedia.org/wiki/16th_century
337,246,Iztapan de Oztuma,Iztapan,Ixtepec de San Simón Oztuma,1, ,Sujeto,327, ,246,0, ,Acuña 1985;GeoNames_MX, ,-100.09704,18.4767,https://en.wikipedia.org/wiki/16th_century
13,247,Salinas de Iztapan,Iztapan,Ixtapan De La Sal,1,Salinas,Sujeto,715,Depends on,247,0, ,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,-99.67527778,18.84416667,https://en.wikipedia.org/wiki/16th_century
275,249,Salinas de Iztayutla,Iztayutla;Ixtlayotla;Iztayutla,Ixtayotla,1,Estanzuela as well,Salt pan,579,Depends on,249,0, ,Acuña 1985;Atlas 2010,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=686,-100.097778,17.919722,https://en.wikipedia.org/wiki/16th_century
397,253,China, ,Beijing,1, ,Kingdom,0, ,253,0, ,Acuña 1985;Google Maps,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=843,116.3910143,39.92383583,https://en.wikipedia.org/wiki/16th_century
290,254,La Florida, , ,1, , ,0, ,254,0, ,Acuña 1985;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-81.54681046,27.95827914,https://en.wikipedia.org/wiki/16th_century
220,258,La Veracruz,Veracruz,La Antigua,1,Coordinates on Cortes' house, ,0, ,258,0, ,Acuña 1985;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-96.32115988,19.32160162,https://en.wikipedia.org/wiki/16th_century
272,259,Laguna Grande de México, , ,1, ,Lake,0, ,259,0, ,Acuña 1985;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=596,-99.02290458,19.48152069,https://en.wikipedia.org/wiki/16th_century
266,261,Limpia Concepción de Nuestra Señora, ,Parroquia inmaculada Concepción de María,1, ,Barrio,163,Depends on,261,0, ,Acuña 1985;Google Maps, ,-99.65975188,18.23376089,https://en.wikipedia.org/wiki/16th_century
452,262,Los Reyes Suchitenco,Reyes Xuchitengo, ,2,Dissapeared,Estancia,389, ,262,0, ,Acuña 1985;Blanton 1972: 168, ,-98.8562,19.3391,https://en.wikipedia.org/wiki/16th_century
346,264,Maatenco,Ma atenco,San Pedro Atenco,1, ,Sujeto,715, ,264,0, ,Acuña 1985;Ramirez 2006, ,-99.8018,18.5287,https://en.wikipedia.org/wiki/16th_century
203,265,Macuextepetlan, ,Macustepetla,1, ,Estancia,208,Depends on,265,0, ,Acuña 1985;NGA_GNS, ,-98.480638,21.12295,https://en.wikipedia.org/wiki/16th_century
34,267,Malinalco, ,Malinalco,1, , ,0, ,267,0, ,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-99.49472222,18.94833333,https://en.wikipedia.org/wiki/16th_century
237,270,Mar del Sur, , ,2, ,Sea,0, ,270,0, ,Acuña 1985;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=1015,-97.03376054,14.27338344,https://en.wikipedia.org/wiki/16th_century
236,271,Mar Océano, , ,2, ,Sea,0, ,271,0, ,Acuña 1985;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=1015,-94.64480019,20.00849701,https://en.wikipedia.org/wiki/16th_century
448,274,Matlatzincas, , ,2,Barrio de San Bartolomé Atlatlahuca,Barrio,77, ,274,0, ,Acuña 1985;Allocated by research, ,-99.6096,19.0706,https://en.wikipedia.org/wiki/16th_century
301,275,Matza ixtlahuacan, ,Ixtlahuaca,1, ,Sujeto,579, ,275,0, ,Acuña 1985;GeoNames_MX, ,-99.9922,17.7822,https://en.wikipedia.org/wiki/16th_century
103,276,Mayanala,Mayauala,Mayanalan,1, ,Cabecera,0, ,276,0, ,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,-99.43388889,18.1725,https://en.wikipedia.org/wiki/16th_century
155,279,Metlapa, ,Metlapa,1, ,Sujeto,711,Depends on,279,0, ,Acuña 1985;Atlas 2010, ,-99.608056,18.309444,https://en.wikipedia.org/wiki/16th_century
384,281,Mexotxoc,Mexoxoctla,Santa María Tecajete,1, ,Sujeto,648, ,281,0, ,Acuña 1985;Ballesteros 2005: 63, ,-98.5944,19.9395,https://en.wikipedia.org/wiki/16th_century
127,282,Sierra de Meztitlan, ,Metztitlan,2, ,Mountain Range,0, ,282,0, ,Acuña 1985;Allocated by Research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=708,-98.78189192,20.56866748,https://en.wikipedia.org/wiki/16th_century
326,284,Miahualtepeque,Miahualtepec,Miahuatepec,1, ,Sujeto,642, ,284,0, ,Acuña 1985;GeoNames_MX, ,-100.2181,18.3819,https://en.wikipedia.org/wiki/16th_century
325,285,Miahuatepec, ,Miahuatepec,1, ,Sujeto,5, ,285,327, ,Acuña 1985;GeoNames_MX, ,-100.2179,18.3815,https://en.wikipedia.org/wiki/16th_century
285,286,Sierra Micaxuchitlan,Suchiaca Micaxuchitlan;Micaxuchitlan, ,2, ,Mountain Range,77,Near,286,0, ,Acuña 1985;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=708,-99.61161653,19.03933529,https://en.wikipedia.org/wiki/16th_century
376,287,Milltengo, ,San Pedro Miltenco,1, ,Sujeto,676, ,287,0, ,Acuña 1985;GeoNames_MX, ,-99.0723,19.7415,https://en.wikipedia.org/wiki/16th_century
57,288,Mizquiahuala, ,Mixquiahuala,1, , ,0, ,288,0, ,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-99.21305556,20.23111111,https://en.wikipedia.org/wiki/16th_century
463,290,Mototepec de los Reyes,Reyes Mototepec, ,2,Los Reyes Tlamimilolpan,Sujeto,160, ,290,0, ,Acuña 1985;GeoNames_MX, ,-98.8781,19.4246,https://en.wikipedia.org/wiki/16th_century
305,291,Muyutla, ,Mayotla,1, ,Sujeto,538, ,291,0, ,Acuña 1985;GeoNames_MX, ,-100.0833,17.925,https://en.wikipedia.org/wiki/16th_century
269,293,Nahualan, , ,1,Mouth and beach,Spring,0, ,293,0, ,Acuña 1985;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=1067,-102.1312568,17.94964451,https://en.wikipedia.org/wiki/16th_century
354,295,Nepantla, ,San Miguel Nepantla,1, ,Sujeto,588, ,295,0, ,Acuña 1985;GeoNames_MX, ,-98.8399,18.9804,https://en.wikipedia.org/wiki/16th_century
187,297,Nexapan, ,Nejapa,1, ,Estancia,55,Depends on,297,0, ,Acuña 1985;GeoNames_MX, ,-99.90257,18.18664,https://en.wikipedia.org/wiki/16th_century
133,300,Nextlalpan, ,Nextlalpan,1, ,Barrio,676,Depends on,300,0, ,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,-99.0725,19.74027778,https://en.wikipedia.org/wiki/16th_century
399,301,Nextlan,Nexatl, ,2,Tributario del río Papagayo,River,47, ,301,0, ,Acuña 1985;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=960,-99.5555,17.1306,https://en.wikipedia.org/wiki/16th_century
388,302,Nopalapan, ,San Miguel Nopalapa,1, ,Sujeto,598, ,302,0, ,Acuña 1985;GeoNames_MX, ,-98.7147,20.019,https://en.wikipedia.org/wiki/16th_century
63,303,Nuchtepeque,Nutepeque,Noxtepec,1, , ,0, ,303,0, ,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-99.69416667,18.66138889,https://en.wikipedia.org/wiki/16th_century
270,304,Nuestra Señora, , ,2, ,Chaplaincy,20157,Within,304,0, ,Acuña 1985;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=931,-98.84705145,19.38514824,https://en.wikipedia.org/wiki/16th_century
134,308,Ocotlan, ,Ocotlan,1, , ,0, ,308,0, ,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.47388889,18.14805555,https://en.wikipedia.org/wiki/16th_century
110,309,Ocuila, ,Ocuilan,1, , ,0, ,309,0, ,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-99.41638889,18.97944444,https://en.wikipedia.org/wiki/16th_century
329,310,Ocuilixtlahuacan, ,Hacienda de Ocuilixtlahuacán,1, ,Sujeto,711, ,310,0, ,Acuña 1985;Atlas 2010, ,-99.686389,18.405,https://en.wikipedia.org/wiki/16th_century
97,311,Ocuituco, ,Ocuituco,1, , ,0, ,311,0, ,Acuña 1985;Google Maps;Google Earth;unikloc10gw,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.773959,18.877773,https://en.wikipedia.org/wiki/16th_century
15,312,Ohuapan,Ohuapa,Oapan,1, , ,0, ,312,0, ,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-99.43722222,17.95222222,https://en.wikipedia.org/wiki/16th_century
169,313,Olintepeque,Olintepec,Olintepec,1, ,Cabecera,204,Depends on,313,0, ,Acuña 1985;Atlas 2010, ,-98.987222,18.740278,https://en.wikipedia.org/wiki/16th_century
488,315,Ometepec, , ,2,Cerros Cuates,Hill,0, ,315,0, ,Acuña 1985;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=710,-98.7008,20.0305,https://en.wikipedia.org/wiki/16th_century
318,316,Omitlatzala,Umitlatzala;Umitlazala,Tecuantlatzala,2, ,Sujeto,642, ,316,0, ,Acuña 1985;GeoNames_MX, ,-100.0369,18.2242,https://en.wikipedia.org/wiki/16th_century
61,318,Otumba, ,Otumba,1, , ,0, ,318,0, ,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.75472222,19.69694444,https://en.wikipedia.org/wiki/16th_century
356,319,Cerro Ozomaquila,Ozomaquila,Cerro La Ventana,1, ,Hill,531, ,319,0, ,Acuña 1985;Brotherston 1998: 92,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=710,-99.0411,18.9841,https://en.wikipedia.org/wiki/16th_century
333,321,Cerro Oztomatongo,Oztomatongo,Cerro Oxtuma,1, ,Hill,327, ,321,0, ,Acuña 1985;GeoNames_MX,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=710,-100.0464,18.417,https://en.wikipedia.org/wiki/16th_century
40,322,Oztotitlan, ,Oxtotitlan,1, ,Estancia,55,Depends on,322,0, ,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,-99.93305556,18.18861111,https://en.wikipedia.org/wiki/16th_century
273,323,Oztotlatlauhcan,Oztotlatlauca, ,2,“Cueva bermeja”,Estancia,195,Depends on,323,0, ,Acuña 1985;Google Maps;Google Earth;unikloc10gw, ,-98.65297915,19.92783443,https://en.wikipedia.org/wiki/16th_century
71,326,Oztoyucan,Oztoyuca,San Antonio Oxtoyuca,1, ,Estancia,195,Depends on,326,0, ,Acuña 1985;Google Maps;Google Earth;unikloc10gw, ,-98.670318,19.927475,https://en.wikipedia.org/wiki/16th_century
64,327,Oztuma, ,Ostuma,1, , ,0, ,327,0, ,Acuña 1985;HGIS de las Indias,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-100.0797711,18.5257805,https://en.wikipedia.org/wiki/16th_century
223,328,Ozumatlan, ,Ozomatlan,1, ,Sujeto,312,Depends on,328,0, ,Acuña 1985;Tanck de Estrada 2005: Atlas 1800, ,-99.33944444,17.925,https://en.wikipedia.org/wiki/16th_century
255,329,Minas de Pachuca, ,Pachuca de Soto,1, ,Mining Camp,0, ,329,0, ,Acuña 1985;Atlas 2010,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=685,-98.736944,20.122222,https://en.wikipedia.org/wiki/16th_century
328,330,Pahualapa,Xahualapan;Xahualapa,Sayulapan,1, ,Sujeto,327, ,330,0, ,Acuña 1985;Ramirez 2006, ,-99.90616,18.3885,https://en.wikipedia.org/wiki/16th_century
3,331,Pahuatlan, ,Pahuatlan,1, , ,0, ,331,0, ,Acuña 1985;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.15,20.27416667,https://en.wikipedia.org/wiki/16th_century
332,332,Pahuiya, ,San Martín Pachivia,1, ,Sujeto,223, ,332,0, ,Acuña 1985;Parra 1992, ,-99.7868,18.4099,https://en.wikipedia.org/wiki/16th_century
316,334,Palula, ,Palula,1, ,Estancia,513, ,334,0, ,Acuña 1985;GeoNames_MX, ,-99.5401,18.097,https://en.wikipedia.org/wiki/16th_century
206,335,Panacaztla,Panacaztlan,Panacaxtlán,1, ,Estancia,208,Depends on,335,0, ,Acuña 1985;Atlas 2010, ,-98.455278,21.149167,https://en.wikipedia.org/wiki/16th_century
322,336,Pantlan, ,Pantla del Zapotal,1, ,Estancia,513, ,336,0, ,Acuña 1985;GeoNames_MX, ,-99.5622,18.2631,https://en.wikipedia.org/wiki/16th_century
