FID,My_FID8,Placename,Alt_names,ModernName,Confidence,Notes,Type,FID_Relate,Relation,Start_Date,End_Date,References,Type_URL,X,Y,Time_span
116,121,San Lucas Isuchitlan, ,San Lucas,2, ,Sujeto,174,Depends on,30/12/1899 00:00:00,30/12/1899 00:00:00,"Acuña 1986;Relaciones de Minas de Zultepec, 1972", ,-100.219508,18.640883,https://en.wikipedia.org/wiki/16th_century
136,122,San Marcos Ayuquila, ,San Marcos,2, ,Sujeto,8,Depends on,30/12/1899 00:00:00,30/12/1899 00:00:00,"Acuña 1986;Relaciones de Minas de Zultepec, 1972", ,-100.298056,18.734444,https://en.wikipedia.org/wiki/16th_century
114,123,San Martín Tecaxiqui, ,San Martín,2, ,Sujeto,8,Depends on,30/12/1899 00:00:00,30/12/1899 00:00:00,"Acuña 1986;Relaciones de Minas de Zultepec, 1972", ,-100.24162,18.75186,https://en.wikipedia.org/wiki/16th_century
119,124,San Mateo Tototepec, ,San Mateo,2, ,Sujeto,174,Depends on,30/12/1899 00:00:00,30/12/1899 00:00:00,"Acuña 1986;Relaciones de Minas de Zultepec, 1972", ,-100.149677,18.632531,https://en.wikipedia.org/wiki/16th_century
113,125,San Miguel Aguyutla, ,San Miguel,2, ,Sujeto,8,Depends on,30/12/1899 00:00:00,30/12/1899 00:00:00,"Acuña 1986;Relaciones de Minas de Zultepec, 1972", ,-100.24306,18.71431,https://en.wikipedia.org/wiki/16th_century
122,126,San Miguel Tepechango, ,San Miguel Terrero,2, ,Sujeto,7,Depends on,30/12/1899 00:00:00,30/12/1899 00:00:00,"Acuña 1986;Relaciones de Minas de Zultepec, 1972", ,-99.99271,18.80969,https://en.wikipedia.org/wiki/16th_century
111,127,San Pedro Mecatepec, ,San Pedro Limón,2, ,Sujeto,174,Depends on,30/12/1899 00:00:00,30/12/1899 00:00:00,"Acuña 1986;Relaciones de Minas de Zultepec, 1972", ,-100.302599,18.581001,https://en.wikipedia.org/wiki/16th_century
118,129,San Simón Chaneca, ,San Simón,2, ,Sujeto,8,Depends on,30/12/1899 00:00:00,30/12/1899 00:00:00,"Acuña 1986;Relaciones de Minas de Zultepec, 1972", ,-100.1743,18.74675,https://en.wikipedia.org/wiki/16th_century
134,130,Santa Ana Mahuizaltepec, ,Santa Anita,2, ,Sujeto,87,Depends on,30/12/1899 00:00:00,30/12/1899 00:00:00,"Acuña 1986;Relaciones de Minas de Zultepec, 1972", ,-100.04515,18.78908,https://en.wikipedia.org/wiki/16th_century
79,131,Santa Ana Tzicatacoyan, ,Santa Ana Zicatecoyan,1, ,Sujeto,174,Depends on,,,Acuña 1986;Google Maps;Google Earth;unikloc10gw, ,-100.22,18.571667,https://en.wikipedia.org/wiki/16th_century
121,132,Santa Cruz Huetitlan,Santa Cruz Huetititlan,Santa Cruz Texcalapa,2, ,Sujeto,87,Depends on,30/12/1899 00:00:00,30/12/1899 00:00:00,"Acuña 1986;Relaciones de Minas de Zultepec, 1972", ,-100.0153,18.82783,https://en.wikipedia.org/wiki/16th_century
126,133,Santa María, ,Santa María Amajac,1, ,Sujeto,15,Depends on,30/12/1899 00:00:00,30/12/1899 00:00:00,Acuña 1986;GeoNames_MX, ,-98.998781,20.228912,https://en.wikipedia.org/wiki/16th_century
78,134,Santa María Cacahuatlan, ,La Goleta,1, ,Sujeto,174,Depends on,,,Acuña 1986;NGA_GNS, ,-100.102504,18.673889,https://en.wikipedia.org/wiki/16th_century
120,135,Santa María Asunción Ichcatepec, ,Santa María,2, ,Sujeto,174,Depends on,30/12/1899 00:00:00,30/12/1899 00:00:00,"Acuña 1986;Relaciones de Minas de Zultepec, 1972", ,-100.10721,18.60176,https://en.wikipedia.org/wiki/16th_century
84,137,Santiago, ,Santiago Tezontlale,2, ,Sujeto,18,Depends on,,,Acuña 1986;Atlas 2010, ,-99.099722,20.1625,https://en.wikipedia.org/wiki/16th_century
17,138,Santiago Ahuacatitlán, ,Ahuacatitlán,1, ,Sujeto,7,Depends on,,,Acuña 1986;Google Maps;Google Earth;unikloc10gw, ,-99.914722,18.879444,https://en.wikipedia.org/wiki/16th_century
133,139,Santo Tomás Copaltitlan, ,Santo Tomás de las Flores,2, ,Sujeto,87,Depends on,30/12/1899 00:00:00,30/12/1899 00:00:00,"Acuña 1986;Relaciones de Minas de Zultepec, 1972", ,-100.0101,18.83563,https://en.wikipedia.org/wiki/16th_century
107,140,Serranía de Tetzotzolco,Tetzotzolco, ,2, ,Mountain Range,179,Near,30/12/1899 00:00:00,30/12/1899 00:00:00,Acuña 1986;Allocated by research,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=708,-98.85150139,20.22150093,https://en.wikipedia.org/wiki/16th_century
13,141,Suchimilco, ,Xochimilco,1, , ,0, ,,,Acuña 1986;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-99.1025,19.2625,https://en.wikipedia.org/wiki/16th_century
108,142,Tecaxic, ,Tecajique,1, , ,0, ,,,Acuña 1986;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.94527778,20.16666667,https://en.wikipedia.org/wiki/16th_century
20,143,Tecpatepec, ,Tepatepec,1, ,Sujeto,65,Depends on,,,Acuña 1986;INEGI: MEX_topoloc, ,-99.09073588,20.24515802,https://en.wikipedia.org/wiki/16th_century
49,145,Tehualilpan, ,Tlahuelilpa de Ocampo,1, , ,0, ,,,Acuña 1986;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-99.23194444,20.13166667,https://en.wikipedia.org/wiki/16th_century
83,146,Temoayan, ,Temoaya,2, , ,0, ,,,Acuña 1986;GoogleMaps;GeoNames_Mx,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.98500495,20.09873877,https://en.wikipedia.org/wiki/16th_century
125,147,Tenayucan,Tenayuca,Parque Ecológico Los Alamos,2, ,Mining Camp,65,Near,30/12/1899 00:00:00,30/12/1899 00:00:00,Acuña 1986;http://www.inafed.gob.mx/work/enciclopedia/EMM15mexico/municipios/15036a.html,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=685,-99.08008,19.998695,https://en.wikipedia.org/wiki/16th_century
3,148,Tenochtitlan,México,Museo del Templo Mayor,1, , ,0, ,,,Acuña 1986;Google Maps;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-99.1313711,19.43492025,https://en.wikipedia.org/wiki/16th_century
19,150,Tepecuacuilco, ,Tepecoacuilco De Trujano,1, , ,0, ,,,Acuña 1986;INEGI: MEX_topoloc,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-99.46492016,18.28674641,https://en.wikipedia.org/wiki/16th_century
34,151,Tepetlaoztoc, ,Tepetlaoxtoc,1, , ,0, ,,,Acuña 1986;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.82027778,19.57305556,https://en.wikipedia.org/wiki/16th_century
48,152,Tepetlixpan, ,Tepetlixpa,1, ,Sujeto,14,Depends on,,,Acuña 1986;Tanck de Estrada 2005: Atlas 1800, ,-98.82055556,19.02583333,https://en.wikipedia.org/wiki/16th_century
21,153,Tepuztlan,4 villas;Villa del Marquesado,Tepoztlan,1, ,Villa,0, ,,,Acuña 1986;Google Maps;INEGI: MEX_topoloc, ,-99.09928891,18.98571842,https://en.wikipedia.org/wiki/16th_century
60,155,Tequixquiac, ,Tequixquiac,1, , ,0, ,,,Acuña 1986;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-99.14472222,19.90944444,https://en.wikipedia.org/wiki/16th_century
44,157,Tetepango, ,Tetepango,1, ,Sujeto,18,Depends on,,,Acuña 1986;Tanck de Estrada 2005: Atlas 1800, ,-99.15329474,20.11169586,https://en.wikipedia.org/wiki/16th_century
110,158,Tetlapanaloyan,Tetlapanaloya,Tlapanaloya,1, , ,0, ,,,Acuña 1986;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-99.09722222,19.93472222,https://en.wikipedia.org/wiki/16th_century
80,159,Tetzoyucan, ,Tezoyuca,1, ,Pueblo,0, ,,,Acuña 1986;Tanck de Estrada 2005: Atlas 1800,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.9125,19.59138889,https://en.wikipedia.org/wiki/16th_century
135,160,Teuhixco,Tehuitzco,Felipe Neri,2, ,Sujeto,181,Depends on,30/12/1899 00:00:00,30/12/1899 00:00:00,Acuña 1986;Maldonado 2018, ,-98.94361,19.03944,https://en.wikipedia.org/wiki/16th_century
68,162,Texcalpan, ,Texcalpan,1, ,Sujeto,14,Depends on,,,Acuña 1986;Tanck de Estrada 2005: Atlas 1800, ,-98.92777778,18.93583333,https://en.wikipedia.org/wiki/16th_century
