FID,My_FID2,Placename,Alt_names,ModernName,Confidence,Notes,FID_Relate,Relation,Start_Date,End_Date,References,Type,Type_URL,X,Y,Time_span
10,205,Oxitlan, ,Ojitlan,1, ,0, ,,,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,Pueblo,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-96.39583333,18.05972222,https://en.wikipedia.org/wiki/16th_century
97,207,Oztuacan, ,Ostuacan,1, ,0, ,,,Acuña 1984;Google Maps;Google Earth;unikloc10gw;Garcia de Leon 2011: map VII.1,Pueblo,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-93.337047,17.407665,https://en.wikipedia.org/wiki/16th_century
190,208,Estancia Ozumba,Estancia Dzinimini;Dzinimini;Ozumba,Atzompa,1, ,64,Depends on,,,Acuña 1984;Google Maps;Tanck de Estrada 2005: Atlas 1800,Estancia, ,-96.77933925,17.10243705,https://en.wikipedia.org/wiki/16th_century
81,213,Papaloticpac,Papaloticpaque,Pápalo,1, ,0, ,,,Acuña 1984;Tanck de Estrada 2005: Atlas 1800, ,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-96.88055556,17.84166667,https://en.wikipedia.org/wiki/16th_century
65,215,Pechucalco, ,Pichucalco,1, ,0, ,,,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,Pueblo,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-93.11833333,17.50861111,https://en.wikipedia.org/wiki/16th_century
92,218,Pinotecpa, ,Santiago Pinotepa Nacional,1, ,0, ,,,Acuña 1984;INEGI: MEX_topoloc, ,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.05306712,16.33996713,https://en.wikipedia.org/wiki/16th_century
57,220,Pochutla, ,Pochutla,1, ,0, ,,,Acuña 1984;Tanck de Estrada 2005: Atlas 1800, ,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-96.46527778,15.74444444,https://en.wikipedia.org/wiki/16th_century
93,221,Potutla, , ,2, ,0, ,,,Acuña 1984;Google Maps;Google Earth;Gonzalez Leyva 2007: 45-66;Gerhard 1972: 380, ,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-97.985197,16.272882,https://en.wikipedia.org/wiki/16th_century
13,222,Puctla,Ñuñuma,Puctla,1, ,0, ,,,Acuña 1984;Tanck de Estrada 2005: Atlas 1800, ,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-97.92916667,17.02583333,https://en.wikipedia.org/wiki/16th_century
84,223,Puebla de los Angeles, ,Heroica Puebla de Zaragoza,1, ,0, ,,,Acuña 1984;Atlas 2010, ,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.197222,19.043889,https://en.wikipedia.org/wiki/16th_century
87,224,Puscatlan, ,Puxcatan,1, ,0, ,,,Acuña 1984;Atlas 2010,Pueblo,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-92.6875,17.44916667,https://en.wikipedia.org/wiki/16th_century
242,228,Río grande Quelabigoa,Quelabigoa;Quelaquigo;Río grande;Río de Guaxaca;Río de Oaxaca, ,2, ,138,Near,30/12/1899 00:00:00,30/12/1899 00:00:00,Acuña 1984;Allocated by research,River,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=960,-96.75316494,16.80531571,https://en.wikipedia.org/wiki/16th_century
253,229,Sierra Quetahuizo,Quetahuizo;Sierra Tepatlahuac Guaxilotitlan;Tepatlahuac;Tepatlahuac Guaxilotitlan, ,2, ,106,Near,30/12/1899 00:00:00,30/12/1899 00:00:00,Acuña 1984;Allocated by research,Mountain Range,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=708,-96.85018994,17.30250115,https://en.wikipedia.org/wiki/16th_century
261,231,Quetzaltepeque, ,Quezaltepec,1, ,0, ,,,Acuña 1984;NGA_GNS, ,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-95.760446,16.973797,https://en.wikipedia.org/wiki/16th_century
246,233,Estancia Quiahuica,Santa Ana;Quiahuica Santa Ana;Quiahuica,Santa Ana Del Valle,1, ,391,Depends on,,,Acuña 1984;Google Maps;Tanck de Estrada 2005: Atlas 1800,Estancia, ,-96.47127285,16.99436688,https://en.wikipedia.org/wiki/16th_century
259,236,Sierra Quiatani,Quiatani;Hueyactepec;Hueyactepeque, ,2, ,177,Near,30/12/1899 00:00:00,30/12/1899 00:00:00,Acuña 1984;Allocated by research,Mountain Range,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=708,-95.82459398,16.67953327,https://en.wikipedia.org/wiki/16th_century
28,244,Río de Quiotepec, , ,1, ,0, ,,,Acuña 1984;Allocated by research, ,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-96.98705052,17.89881543,https://en.wikipedia.org/wiki/16th_century
241,246,Sierra de Quiyahuixtepec,Quiyahuixtepec, ,2, ,26,Near,30/12/1899 00:00:00,30/12/1899 00:00:00,Acuña 1984;Allocated by research,Mountain Range,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=708,-97.13898193,17.68881792,https://en.wikipedia.org/wiki/16th_century
194,253,Iglesia San Andrés, ,Parroquia San Andrés,1, ,108,Within,30/12/1899 00:00:00,30/12/1899 00:00:00,Acuña 1984;Google Maps,Church,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=931,-96.66537896,17.10231659,https://en.wikipedia.org/wiki/16th_century
147,256,Estancia San Antonio,San Antonio,Ozolotepec,1, ,193,Depends on,,,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,Estancia, ,-96.29166667,16.07805555,https://en.wikipedia.org/wiki/16th_century
159,259,Estancia San Bernardo,San Bernardo,San Bernardo,1, ,193,Depends on,,,Acuña 1984;Toponimos50k,Estancia, ,-96.368755,16.043095,https://en.wikipedia.org/wiki/16th_century
135,260,San Bernardo Tepecimatlan,Tepecimatlan,Mixtepec,1, ,138, ,,,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,Pueblo comarcano,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-96.89805556,16.82416667,https://en.wikipedia.org/wiki/16th_century
146,265,Estancia San Francisco,San Francisco,Ozolotepec,1, ,193,Depends on,,,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,Estancia, ,-96.22222222,16.1,https://en.wikipedia.org/wiki/16th_century
192,266,Iglesia San Francisco, ,Parroquia San Francisco,1, ,188,Within,30/12/1899 00:00:00,30/12/1899 00:00:00,Acuña 1984;Google Maps,Church,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=931,-96.66723603,17.07141672,https://en.wikipedia.org/wiki/16th_century
200,267,Iglesia San Francisco Macuilsúchil,San Francisco Macuilxuchitl;San Francisco Macuilsúchil,Iglesia de Macuilxóchitl,1, ,145,Within,30/12/1899 00:00:00,30/12/1899 00:00:00,Acuña 1984;Google Maps,Church,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=931,-96.54006728,17.01623864,https://en.wikipedia.org/wiki/16th_century
148,269,Estancia San Ildefonso,San Ildefonso,Ozolotepec,1, ,193,Depends on,,,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,Estancia, ,-96.41777778,16.14,https://en.wikipedia.org/wiki/16th_century
153,273,Estancia San Juan,San Juan,Guivini,1, ,193,Depends on,,,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,Estancia, ,-96.19388889,16.09944444,https://en.wikipedia.org/wiki/16th_century
132,276,San Juan Chicomesúchil,Chicomesúchil Sant Juan;Chicomesúchil;Chicomesúchil San Juan,Chicomezuchil,1, ,0, ,,,Acuña 1984;Tanck de Estrada 2005: Atlas 1800, ,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-96.495,17.2875,https://en.wikipedia.org/wiki/16th_century
166,281,Estancia San Lucas,San Lucas,San Lucas,1, ,45,Depends on,,,Acuña 1984;Atlas 2010,Estancia, ,-96.891111,16.253889,https://en.wikipedia.org/wiki/16th_century
156,282,Estancia San Luis,San Luis,San Luis,1, ,193,Depends on,,,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,Estancia, ,-96.33611111,16.15666667,https://en.wikipedia.org/wiki/16th_century
158,284,Estancia San Martín,San Martín,San Martín,1, ,193,Depends on,,,Acuña 1984;Atlas 2010,Estancia, ,-96.353333,16.070833,https://en.wikipedia.org/wiki/16th_century
245,285,Sierra de San Martín,Sierras de San Martín, ,2, ,0, ,30/12/1899 00:00:00,30/12/1899 00:00:00,Acuña 1984;Allocated by research,Mountain Range,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=708,-92.83823425,17.4592723,https://en.wikipedia.org/wiki/16th_century
151,287,Estancia San Miguel,San Miguel,Ozolotepec,1, ,193,Depends on,,,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,Estancia, ,-96.39305556,16.10083333,https://en.wikipedia.org/wiki/16th_century
197,288,Iglesia de San Miguel, ,Iglesia de San Miguel,1, ,3287,Within,30/12/1899 00:00:00,30/12/1899 00:00:00,Acuña 1984;Google Maps,Church,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=931,-97.00985602,16.9378947,https://en.wikipedia.org/wiki/16th_century
152,293,Estancia San Pablo,San Pablo,Ozolotepec,1, ,193,Depends on,,,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,Estancia, ,-96.34583333,16.14361111,https://en.wikipedia.org/wiki/16th_century
198,294,Iglesia San Pablo, ,Templo de San Pablo,1, ,1293,Within,30/12/1899 00:00:00,30/12/1899 00:00:00,Acuña 1984;Google Maps,Church,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=931,-96.89122682,16.98244578,https://en.wikipedia.org/wiki/16th_century
161,296,Estancia San Pedro,San Pedro,Coatlan,1, ,45,Depends on,,,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,Estancia, ,-96.74555556,16.25416667,https://en.wikipedia.org/wiki/16th_century
121,298,Ermita San Sebastián, ,Google Maps,2, ,424,Within,,,Acuña 1984,Shrine,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=931,-96.59088813,16.99556218,https://en.wikipedia.org/wiki/16th_century
164,299,Estancia San Sebastián,San Sebastián,Coatlan,1, ,45,Depends on,,,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,Estancia, ,-96.82444444,16.2,https://en.wikipedia.org/wiki/16th_century
165,302,Estancia Santa Ana,Santa Ana,Santa Ana,1, ,156,Depends on,,,Acuña 1984;Atlas 2010,Estancia, ,-96.7175,16.340556,https://en.wikipedia.org/wiki/16th_century
41,305,Santa Ana Tacolabacoya, ,Villa De Tlapacoyan,1, ,138, ,,,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,Pueblo comarcano,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-96.83694444,16.74277778,https://en.wikipedia.org/wiki/16th_century
155,306,Estancia Santa Catalina,Santa Catalina,Santa Catarina,1, ,193,Depends on,,,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,Estancia, ,-96.37777778,16.08888889,https://en.wikipedia.org/wiki/16th_century
247,307,Iglesia Santa Catalina,Santa Catalina,Templo de Santa Catarina,1, ,127,Within,30/12/1899 00:00:00,30/12/1899 00:00:00,Acuña 1984;Google Maps,Church,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=931,-96.56226167,17.26555709,https://en.wikipedia.org/wiki/16th_century
167,310,Estancia Santa Catarina,Santa Catarina,Santa Catarina Coatlán,1, ,45,Depends on,,,Acuña 1984;Atlas 2010,Estancia, ,-96.771944,16.298056,https://en.wikipedia.org/wiki/16th_century
145,312,Estancia Santa Cruz,Santa Cruz,Ozolotepec,1,,193,Depends on,,,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,Estancia,,-96.30277778,16.06944444,https://en.wikipedia.org/wiki/16th_century
230,313,Ayocuexco, ,Ayoquezco Barrio De San Antonio,1, ,138,Depends on,,,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,Cabecera, ,-96.84222222,16.68333333,https://en.wikipedia.org/wiki/16th_century
150,318,Estancia Santa María,Santa María,Ozolotepec,1, ,193,Depends on,,,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,Estancia, ,-96.37,16.13,https://en.wikipedia.org/wiki/16th_century
189,319,Iglesia Santa María, ,Atzompa,1, ,208,Within,,,Acuña 1984;Google Maps;Tanck de Estrada 2005: Atlas 1800,Church,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=931,-96.77926787,17.1024204,https://en.wikipedia.org/wiki/16th_century
157,321,Estancia Santa María Magdalena,Santa María Magdalena,Santa María Magdalena,1, ,193,Depends on,,,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,Estancia, ,-96.32361111,16.04861111,https://en.wikipedia.org/wiki/16th_century
98,322,Santa María Magdalena Tepecimatlan,Tepecimatlan,Mixtepec,1, ,138, ,,,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,Pueblo comarcano,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-96.90472222,16.89583333,https://en.wikipedia.org/wiki/16th_century
154,326,Estancia Santiago,Santiago,Lapaguia,1, ,193,Depends on,,,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,Estancia, ,-96.19055556,16.135,https://en.wikipedia.org/wiki/16th_century
94,329,Macayapa,Santiago Macayapa,Mecayapan,1, ,0, ,,,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,Pueblo,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-94.84027778,18.21805555,https://en.wikipedia.org/wiki/16th_century
248,330,Iglesia Santiago Macuilsúchil, ,Templo de Santiago,1, ,0, ,30/12/1899 00:00:00,30/12/1899 00:00:00,Acuña 1984;Allocated by research, ,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-96.5653006,17.02937008,https://en.wikipedia.org/wiki/16th_century
149,334,Estancia Santo Domingo,Santo Domingo,Ozolotepec,1, ,193,Depends on,,,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,Estancia, ,-96.30972222,16.14861111,https://en.wikipedia.org/wiki/16th_century
196,335,Iglesia de Santo Domingo, ,Iglesia de Santo Domingo,1, ,412,Within,30/12/1899 00:00:00,30/12/1899 00:00:00,Acuña 1984;Google Maps,Church,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=931,-96.62343092,17.06024597,https://en.wikipedia.org/wiki/16th_century
216,339,Sayolapa, ,San Martín Zoyolapam,1,Pueblo with church,85,Depends on,30/12/1899 00:00:00,30/12/1899 00:00:00,Acuña 1984;Atlas 2010;Cline 1961,Pueblo,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-96.283056,17.699444,https://en.wikipedia.org/wiki/16th_century
233,342,Soconusco, ,Soconusco,1, ,0, ,30/12/1899 00:00:00,30/12/1899 00:00:00,Acuña 1984;GeoNames_MX, ,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-92.7268982,15.3163996,https://en.wikipedia.org/wiki/16th_century
249,346,Río Tabaque, , ,2, ,0, ,30/12/1899 00:00:00,30/12/1899 00:00:00,Acuña 1984;Allocated by research,River,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=960,-96.29091518,17.7736847,https://en.wikipedia.org/wiki/16th_century
234,347,Villa de Tabasco, ,Villahermosa,1, ,0, ,30/12/1899 00:00:00,30/12/1899 00:00:00,Acuña 1984;Atlas 2010,Villa, ,-92.919167,17.987778,https://en.wikipedia.org/wiki/16th_century
30,348,Pueblo Talistaca,Talistaca,Tlalixtac,1, ,0, ,,,Acuña 1984;Tanck de Estrada 2005: Atlas 1800, ,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-96.64888889,17.07083333,https://en.wikipedia.org/wiki/16th_century
250,349,Sierras de Talistaca,Montes de Talistaca, ,2, ,0, ,30/12/1899 00:00:00,30/12/1899 00:00:00,Acuña 1984;Allocated by research,Mountain Range,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=708,-96.60821313,17.1690976,https://en.wikipedia.org/wiki/16th_century
7,350,Tanatepec, ,Tonaltepec,1, ,0, ,,,Acuña 1984;Tanck de Estrada 2005: Atlas 1800, ,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-96.95861111,17.57027778,https://en.wikipedia.org/wiki/16th_century
55,352,Tatacuitalpa, ,Tacotalpa,1, ,0, ,,,Acuña 1984;Google Maps;Google Earth;unikloc10gw,Pueblo,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-92.825936,17.595618,https://en.wikipedia.org/wiki/16th_century
9,353,Tecamachalco, ,Tecamachalco,1, ,0, ,,,Acuña 1984;Tanck de Estrada 2005: Atlas 1800, ,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-97.73166667,18.88111111,https://en.wikipedia.org/wiki/16th_century
20,354,Tecistepeque, ,Texistepec,1, ,0, ,,,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,Pueblo,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-94.81638889,17.89416667,https://en.wikipedia.org/wiki/16th_century
89,357,Tecomahuaca, ,Tecomavaca,1, ,0, ,,,Acuña 1984;Tanck de Estrada 2005: Atlas 1800, ,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-97.02361111,17.95555556,https://en.wikipedia.org/wiki/16th_century
47,358,Tecomaxtlahuaca,Yozoyaha,Tecomaxtlahuaca,1, ,0, ,,,Acuña 1984;Tanck de Estrada 2005: Atlas 1800, ,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.03194444,17.34583333,https://en.wikipedia.org/wiki/16th_century
101,360,Tecuaminhuacan, ,Tecominoacan,1, ,0, ,,,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,Pueblo,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-93.56222222,17.91888889,https://en.wikipedia.org/wiki/16th_century
217,361,Tecuantianguisco, ,Santa Fe y la Mar,1,Pueblo with church,85,Depends on,30/12/1899 00:00:00,30/12/1899 00:00:00,Acuña 1984;Atlas 2010;Cline 1961,Pueblo,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-96.315833,17.766389,https://en.wikipedia.org/wiki/16th_century
251,363,Tecuatlan, ,Tezoatlan,1, ,0, ,,,Acuña 1984;Tanck de Estrada 2005: Atlas 1800, ,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-97.81111111,17.65222222,https://en.wikipedia.org/wiki/16th_century
252,365,Sierra Tecuicuilco, , ,2, ,0, ,30/12/1899 00:00:00,30/12/1899 00:00:00,Acuña 1984;Allocated by research,Mountain Range,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=708,-96.69068988,17.30803912,https://en.wikipedia.org/wiki/16th_century
103,367,Tehuacan, ,Tehuacan,1, ,0, ,,,Acuña 1984;Tanck de Estrada 2005: Atlas 1800, ,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-97.39194444,18.46111111,https://en.wikipedia.org/wiki/16th_century
38,368,Tehuantepec,Teguantepec,Santo Domingo Tehuantepec,1, ,0, ,,,Acuña 1984;INEGI: MEX_topoloc,Villa, ,-95.24141798,16.32140045,https://en.wikipedia.org/wiki/16th_century
79,371,Tenexpa, ,Tenexpan,1, ,0, ,,,Acuña 1984;Tanck de Estrada 2005: Atlas 1800, ,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-96.89027778,17.27,https://en.wikipedia.org/wiki/16th_century
31,374,Teococuilco,Teococuilco de Marcos Pérez;Pueblo Tecuicuilco;Tecuicuilco,Teococuilco De Marcos Perez,1, ,127,Depends on,,,Acuña 1984;Google Maps;INEGI: MEX_topoloc,Pueblo comarcano,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-96.61177008,17.35346737,https://en.wikipedia.org/wiki/16th_century
64,376,Teotzapotlan, ,Zaachila,1, ,138, ,,,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,Pueblo comarcano,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-96.75,16.95,https://en.wikipedia.org/wiki/16th_century
18,381,Tepeucila, ,San Juan Tepeuxila,1, ,0, ,,,Acuña 1984;INEGI: MEX_topoloc, ,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-96.84166308,17.72340429,https://en.wikipedia.org/wiki/16th_century
211,382,Cordillera Tepeteopan,Tepeteopan;Yucoyucu, ,2, ,182,Near,30/12/1899 00:00:00,30/12/1899 00:00:00,Acuña 1984;Allocated by research,Mountain Range,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=708,-97.29016117,17.48046051,https://en.wikipedia.org/wiki/16th_century
254,383,Tepeaca,Tepeyacac,Tepeaca,1, ,0, ,30/12/1899 00:00:00,30/12/1899 00:00:00,Acuña 1984;INEGI: MEX_topoloc, ,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-97.90341921,18.96581899,https://en.wikipedia.org/wiki/16th_century
255,384,Tepozcolula,Alcaldía mayor Tepozcolula,Teposcolula,1, ,0, ,,,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,Alcaldia Mayor, ,-97.48833333,17.51055556,https://en.wikipedia.org/wiki/16th_century
238,385,Sierra Teponastepec,Teponastepec, ,2, ,434,Near,30/12/1899 00:00:00,30/12/1899 00:00:00,Acuña 1984;Allocated by research,Mountain Range,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=708,-97.11211606,17.75542855,https://en.wikipedia.org/wiki/16th_century
239,386,Sierra Tequecinacaztlatepec,Tequecinacaztlatepec;Tequccisnacaztlatepec, ,2, ,61,Near,30/12/1899 00:00:00,30/12/1899 00:00:00,Acuña 1984;Allocated by research,Mountain Range,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=708,-97.23169406,17.70938924,https://en.wikipedia.org/wiki/16th_century
111,387,Tequecistlan, ,Tequisistlan,1, ,0, ,,,Acuña 1984;Tanck de Estrada 2005: Atlas 1800, ,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-95.60333333,16.39916667,https://en.wikipedia.org/wiki/16th_century
6,390,Tetiquipa Río Hondo,Río Hondo Tetiquipa,Río Hondo,1, ,0, ,,,Acuña 1984;Google Maps, ,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-96.44889506,16.14445272,https://en.wikipedia.org/wiki/16th_century
134,391,Teutitlan del Valle,Xaguía;Teutitlan,Teotitlan Del Valle,1, ,0, ,,,Acuña 1984;Tanck de Estrada 2005: Atlas 1800, ,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-96.52,17.02916667,https://en.wikipedia.org/wiki/16th_century
256,392,Teutla, ,Teutla,1, ,0, ,,,Acuña 1984;Tanck de Estrada 2005: Atlas 1800, ,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.94638889,18.29138889,https://en.wikipedia.org/wiki/16th_century
53,394,Texutepec, ,Tejotepec,1, ,0, ,,,Acuña 1984;Tanck de Estrada 2005: Atlas 1800, ,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-96.98055556,17.49166667,https://en.wikipedia.org/wiki/16th_century
15,395,Tilantongo, ,Tilantongo,1, ,0, ,,,Acuña 1984;Google Maps;Tanck de Estrada 2005: Atlas 1800, ,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-97.33995752,17.28064302,https://en.wikipedia.org/wiki/16th_century
240,396,Sierra de Tiltepec,Tiltepec;Sierra de Tiltepeque;Tiltepeque, ,2, ,128,Near,30/12/1899 00:00:00,30/12/1899 00:00:00,Acuña 1984;Allocated by research,Mountain Range,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=708,-97.19754224,17.77495709,https://en.wikipedia.org/wiki/16th_century
104,397,Tilzapoapa, ,Tizapa,1, ,0, ,,,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,Pueblo,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-92.61111111,15.27694444,https://en.wikipedia.org/wiki/16th_century
14,398,Tlacamama, ,Tlacamama,1, ,0, ,,,Acuña 1984;Tanck de Estrada 2005: Atlas 1800, ,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.0625,16.41527778,https://en.wikipedia.org/wiki/16th_century
237,399,Valle de Tlacolula, , ,2, ,0, ,30/12/1899 00:00:00,30/12/1899 00:00:00,Acuña 1984;Allocated by research,Valley,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=1197,-96.51664278,16.97077094,https://en.wikipedia.org/wiki/16th_century
4,400,Tlacuchaguaya, ,Tlacochahuaya de Morelos,1, ,0, ,,,Acuña 1984;Google Maps;Tanck de Estrada 2005: Atlas 1800, ,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-96.58102602,17.00790059,https://en.wikipedia.org/wiki/16th_century
25,402,Tlaxcala, ,Tlaxcala,1, ,0, ,,,Acuña 1984;Google Maps;Tanck de Estrada 2005: Atlas 1800, ,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-98.23772243,19.31748594,https://en.wikipedia.org/wiki/16th_century
171,403,Tlaxcaltitlan,Taxcaltitlan,Texcatitlan,1, ,434,Depends on,30/12/1899 00:00:00,30/12/1899 00:00:00,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,Sujeto, ,-97.06666667,17.7125,https://en.wikipedia.org/wiki/16th_century
12,404,Tlaxiaco, ,Tlaxiaco,1, ,0, ,,,Acuña 1984;Google Maps;Tanck de Estrada 2005: Atlas 1800, ,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-97.68003646,17.2676096,https://en.wikipedia.org/wiki/16th_century
174,405,Estancia Tlilxtlahuac,Tlilixtlahuac;Tlilxtlahuac,Telixtlahuaca,1, ,106,Depends on,,,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,Estancia, ,-96.90416667,17.29444444,https://en.wikipedia.org/wiki/16th_century
76,407,Yanhuitlan,Nagüitlan,Yanhuitlan,1, ,0, ,,,Acuña 1984;Tanck de Estrada 2005: Atlas 1800, ,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-97.34444444,17.52666667,https://en.wikipedia.org/wiki/16th_century
228,410,Tonalá,Tonala,Tonalá,1, ,0, ,,,Acuña 1984;Tanck de Estrada 2005: Atlas 1800, ,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-97.9625,17.675,https://en.wikipedia.org/wiki/16th_century
138,411,Río de Tonala, , ,1, ,0, ,,,Acuña 1984;Google Maps,River,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=960,-94.01658632,17.83349423,https://en.wikipedia.org/wiki/16th_century
195,412,Estancia Tonaltepec,Estancia Yucutinana;Tonaltepec;Yucutinana,Tomaltepec,1, ,64,Estancia,,,Acuña 1984;Google Maps;Tanck de Estrada 2005: Atlas 1800,Estancia, ,-96.62363016,17.06027233,https://en.wikipedia.org/wiki/16th_century
44,413,Tonameca, ,Santa Maria Tonameca,1, ,0, ,,,Acuña 1984;Google Maps;INEGI: MEX_topoloc, ,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-96.54545655,15.74729986,https://en.wikipedia.org/wiki/16th_century
126,414,Totolapa, ,Totolapa,1, ,0, ,,,Acuña 1984;Tanck de Estrada 2005: Atlas 1800, ,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-96.30833333,16.66944444,https://en.wikipedia.org/wiki/16th_century
236,416,Tuchtepeque, ,Tuxtepec,1, ,0, ,,,Acuña 1984;Tanck de Estrada 2005: Atlas 1800, ,https://www2.usgs.gov/science/records-matching.php?thcode=3&code=850,-96.12388889,18.08611111,https://en.wikipedia.org/wiki/16th_century
33,417,Tututepec,Segura de la Frontera,Tututepec,1, ,0, ,,,Acuña 1984;Tanck de Estrada 2005: Atlas 1800,Villa, ,-97.60694444,16.12916667,https://en.wikipedia.org/wiki/16th_century
